smiles,dipm,gap,lumo,combined,pce_pcbm_sas,pce_pcdtbt_sas,pce_1,pce_2,sas,homo
[nH]1c2cc(cnc2c2oc3cccnc3c12)-c1cccc2cscc12,2.599,2.140173668,-7.7347,11.3337,-0.859882605,-2.987494928,2.127612323,0,2.987494928,-5.594526332
[nH]1c(cc2cnc3c(c4cscc4c4ccc5cscc5c34)c12)-c1ccc[se]1,3.327,1.823514348,-7.7994,12.1264,-1.188717565,-3.837855896,2.649138331,0,3.837855896,-5.975885652
[nH]1c(cc2Cc3c(-c12)c1nsnc1c1cc[se]c31)-c1scc2[se]ccc12,0.81,1.204914898,-8.29,10.1,0.554179767,-4.648335407,5.202515174,0,4.648335407,-7.085085102
[nH]1cccc1-c1cc2c3cscc3c3c4ncccc4c4=C[SiH2]C=c4c3c2[nH]1,5.539,1.241844147,-8.0067,14.5457,-1.075036642,-4.02401249,2.948975848,0,4.02401249,-6.764855853
c1ccc(s1)-c1cc2c3nsnc3c3ccc4cscc4c3c2c2=C[SiH2]C=c12,1.23,1.209360935,-8.3947,10.6247,2.152336935,-3.987328424,6.139665359,0,3.987328424,-7.185339065
c1cc2Cc3c([se]c4ccc5ccccc5c34)c2[se]1,2.49,2.191756322,-7.5995,11.0895,-2.017002903,-3.769873235,1.752870332,0,3.769873235,-5.407743678
[nH]1c(cc2[SiH2]C3=C(CC=C3)c12)-c1ccccc1,1.972,2.044690856,-7.0413,10.0133,-3.062010807,-3.551919976,0.489909168,0,3.551919976,-4.996609144
c1sc(-c2cc3c4cocc4c4c(ncc5ccc6ccccc6c45)c3[se]2)c2ccoc12,2.358,1.763863627,-7.9186,11.2766,-0.589252196,-3.7569228,3.167670604,0,3.7569228,-6.154736373
c1sc(-c2ccc(cc2)-c2ccc(cc2)-c2scc3cc[se]c23)c2occc12,1.032,2.075604258,-7.6362,9.6682,-1.332263317,-3.286732819,1.954469502,0,3.286732819,-5.560595742
c1sc(-c2ccc3c(c2)sc2ccc4=C[SiH2]C=c4c32)c2[se]ccc12,3.684,2.120663462,-7.5086,12.1926,-2.699599547,-4.306321266,1.606721719,0,4.306321266,-5.387936538
c1ccc(cc1)-c1ccc2c(c1)[se]c1c2ccc2cccnc12,2.633,2.284325287,-7.6298,11.2628,-0.865116128,-2.566508335,1.701392206,0,2.566508335,-5.345474713
c1sc(-c2cc3cnc4c(ccc5ccc6cocc6c45)c3s2)c2cc[nH]c12,5.2,1.891510423,-7.6738,13.8738,-1.273638704,-3.445746006,2.172107302,0,3.445746006,-5.782289577
C1C=c2ccc3ccc4c(ccc5cc(C6=CC=CC6)c6nsnc6c45)c3c2=C1,3.135,1.433995944,-8.0879,12.2229,0.511723294,-3.538555107,4.050278401,0,3.538555107,-6.653904056
c1ccc(-c2sc(-c3sc(-c4nccc5nsnc45)c4ccoc34)c3occc23)c2cscc12,3.249,0.987882762,-8.5886,12.8376,3.77494091,-3.810091952,7.585032862,0,3.810091952,-7.600717238
[nH]1ccc2oc3c4[nH]c(cc4[nH]c3c12)-c1ncncn1,6.541,1.994238712,-7.5868,15.1278,-1.731663549,-3.601360411,1.869696861,0,3.601360411,-5.592561288
[nH]1c2C=C([SiH2]c2c2[SiH2]c3ccc4nsnc4c3-c12)c1nccs1,0.28,1.151727661,-8.3203,9.6003,0.653411286,-4.677173887,5.330585173,0,4.677173887,-7.168572339
c1sc(-c2sc(c3Cccc23)-c2ncc(-c3scc4[nH]ccc34)c3nsnc23)c2sccc12,3.189,0.95080624,-8.3762,12.5652,0.90810111,-4.100340346,5.008441456,0,4.100340346,-7.42539376
C1C=c2c(cc3ccccc3c2=C1)-c1cnc2C=C[SiH2]c2c1,1.582,1.988933517,-7.5515,10.1335,-2.130809104,-3.900207973,1.769398869,0,3.900207973,-5.562566483
[SiH2]1C=Cc2c1c1cc3c4c[nH]cc4c(cc3cc1c1c[nH]cc21)-c1nccc2nsnc12,2.795,0.985509816,-8.2502,12.0452,-0.354097952,-4.193780492,3.839682541,0,4.193780492,-7.264690184
c1sc(c2C=CCc12)-c1cc2sc3c([se]c4ccc5nsnc5c34)c2c2cocc12,5.363,0.651582889,-9.1398,15.26878289,-4.30538634,13.48637194,0,17.79175828,4.30538634,-8.488217111
c1sc(-c2cc3cc4[se]c5ccc6cscc6c5c4cc3c3=C[SiH2]C=c23)c2[nH]ccc12,3.137,0.073691913,-9.2543,12.57939191,-4.564378145,18.08243235,0,22.64681049,4.564378145,-9.180608087
C1C=Cc2c1c1cnc3C=C(Cc3c1c1c[nH]cc21)c1cccnc1,3.759,2.02027142,-7.4974,12.2564,-2.071480473,-3.685058621,1.613578148,0,3.685058621,-5.47712858
[nH]1c-2c([SiH2]c3ccc4cocc4c-23)c2c1cc(-c1scc3C=CCc13)c1cscc21,3.427,1.674989062,-7.5921,12.0191,-2.723915902,-4.417469417,1.693553515,0,4.417469417,-5.917110938
c1sc(-c2cc3cnc4c(cnc5ccc6cocc6c45)c3c3cscc23)c2[se]ccc12,4.374,0.027370898,-9.1011,13.6168709,-4.027026646,22.53341484,0,26.56044149,4.027026646,-9.073729102
[nH]1c(cc2[nH]c3c4[SiH2]C=Cc4ncc3c12)-c1scc2nccnc12,2.512,1.186761733,-8.3889,11.9009,1.811766152,-4.237277035,6.049043187,0,4.237277035,-7.202138267
c1ccc(o1)-c1cnc(-c2ccc(nc2)-c2nccs2)c2nsnc12,2.441,1.337540352,-8.8195,12.2605,6.757960788,8.633918529,9.70282064,11.57877838,2.944859852,-7.481959648
[nH]1c-2c(Cc3ccc4c[nH]cc4c-23)c2c1cc(-c1cccc3nsnc13)c1c[nH]cc21,2.748,0.931384049,-7.8925,11.6405,-3.630855565,-3.630855565,0,0,3.630855565,-6.961115951
c1cc2cnc3c(sc4cc(-c5cccnc5)c5ccccc5c34)c2s1,2.571,2.269956787,-7.7636,11.3346,-0.688571486,-2.673438957,1.98486747,0,2.673438957,-5.493643213
c1sc(-c2ncc(s2)-c2Cc(cc2)-c2nccc3nsnc23)c2cc[se]c12,1.358,1.167332158,-8.7012,11.0592,4.849979719,-4.150119124,9.000098843,0,4.150119124,-7.533867842
[nH]1c2cc(C3=CC=C[SiH2]3)c3c[nH]cc3c2c2oc3ccc4cocc4c3c12,1.458,1.584470767,-7.4353,9.8933,-3.617873859,-4.340831945,0.722958085,0,4.340831945,-5.850829233
c1cc2ccc-3c(Cc4ccc5cscc5c-34)c2cn1,1.884,2.095512736,-7.7359,10.6199,-0.641699369,-2.833503488,2.191804119,0,2.833503488,-5.640387264
c1ccc(-c2ccc(cn2)-c2sc(c3Cccc23)-c2cccc3nsnc23)c2c[SiH2]cc12,1.857,0.998853184,-8.3943,11.2513,1.60329919,-3.868687223,5.471986413,0,3.868687223,-7.395446816
C1C(=Cc2oc3cc4C=C[SiH2]c4cc3c12)c1cccc2cscc12,1.771,1.805764473,-7.7207,10.4917,-1.786640571,-4.134721266,2.348080695,0,4.134721266,-5.914935527
c1ccc(s1)-c1sc(-c2sc(-c3ccc[se]3)c3sccc23)c2occc12,1.934,1.25854127,-8.1986,11.1326,0.787219099,-3.772417063,4.559636163,0,3.772417063,-6.94005873
[nH]1c(cc2Cc3c(ncc4ccoc34)-c12)-c1cccc2cscc12,0.962,1.895028517,-7.6021,9.5641,-1.443978314,-3.374494342,1.930516028,0,3.374494342,-5.707071483
c1ccc(-c2cc3cnc4c(cnc5ccc6c[nH]cc6c45)c3c3cscc23)c2c[nH]cc12,6.197,1.480775134,-7.6551,14.8521,-2.054749866,-3.549140346,1.49439048,0,3.549140346,-6.174324866
[nH]1cccc1-c1cc2cnc3c4CC=Cc4c4ccccc4c3c2c2ccccc12,2.437,2.169105859,-7.459,10.896,-1.48775319,-2.95581711,1.468063919,0,2.95581711,-5.289894141
[nH]1ccc2c3c[nH]cc3c3cc(ccc3c12)-c1scc2cc[nH]c12,3.576,2.137522088,-6.9403,11.5163,-2.906953182,-3.304771266,0.397818083,0,3.304771266,-4.802777912
c1ncc(s1)-c1cc2c3nsnc3c3c(c4cocc4c4ccc5nsnc5c34)c2s1,0.945,1.698124918,-8.5187,10.4637,2.350909005,-3.858839187,6.209748193,0,3.858839187,-6.820575083
[nH]1c2cc(cnc2c2cnc3ccncc3c12)-c1cncs1,2.842,2.093033231,-8.0539,11.8959,0.048776441,-3.012237343,3.061013784,0,3.012237343,-5.960866769
[nH]1ccc2c3nsnc3c3c(oc4cc(-c5scc6ccsc56)c5cscc5c34)c12,4.384,1.602632227,-7.9769,13.3609,-0.357567404,-3.850281725,3.492714321,0,3.850281725,-6.374267773
[nH]1c(cc2c1c1c3cscc3c3ccccc3c1c1=C[SiH2]C=c21)-c1scc2[nH]ccc12,3.53,1.221373915,-7.7476,12.2776,-3.24020774,-4.033616359,0.793408619,0,4.033616359,-6.526226085
c1ccc(cn1)-c1cc2oc3c(c4cscc4c4ccc5c[nH]cc5c34)c2[se]1,6.696,1.75481012,-7.7343,15.4303,-1.368924843,-3.759733918,2.390809075,0,3.759733918,-5.97948988
[nH]1c2cc(cnc2c2ccc3ccc4=CCC=c4c3c12)-c1scc2[se]ccc12,4.591,2.092597888,-7.6131,13.2041,-1.991240157,-3.871963589,1.880723432,0,3.871963589,-5.520502112
c1ccc(o1)-c1ccc(-c2ncc(-c3scc4Cccc34)c3nsnc23)c2nsnc12,1.332,1.18020828,-8.6478,10.9798,4.8325442,-3.640532984,8.473077184,0,3.640532984,-7.46759172
[nH]1cccc1-c1cc2ccc3c(c4c[nH]cc4c4ccc5cscc5c34)c2[nH]1,6.68,1.922004762,-7.2405,14.9205,-2.565195061,-3.392350951,0.827155891,0,3.392350951,-5.318495238
c1sc(-c2cnc3cc4c(cc3c2)c2cocc2c2ccncc42)c2[se]ccc12,4.668,1.917286142,-8.0425,13.7105,-0.275314062,-3.713344497,3.438030435,0,3.713344497,-6.125213858
c1[SiH2]c(cc1)-c1sc(c2Cccc12)-c1ccc(-c2scc3occc23)c2c[SiH2]cc12,2.501,1.081835618,-8.152,11.653,-1.480124383,-4.910723264,3.430598881,0,4.910723264,-7.070164382
c1Cc(cc1)-c1ccc(nc1)-c1ccc(-c2cccs2)c2c[SiH2]cc12,2.896,1.287335115,-8.0502,11.9462,-0.181705947,-3.645261082,3.463555136,0,3.645261082,-6.762864885
[nH]1c2ccc3ccccc3c2c2c1c1ccc(cc1c1=C[SiH2]C=c21)-c1ccccc1,2.132,1.730190856,-7.5901,10.7221,-1.297774091,-3.070275571,1.77250148,0,3.070275571,-5.859909144
[nH]1c2ccsc2c2cc3c4c[nH]cc4c(cc3cc12)-c1cncs1,1.831,2.012194922,-7.4932,10.3242,-1.706927259,-3.309769342,1.602842084,0,3.309769342,-5.481005078
c1cnc(s1)-c1cnc(s1)-c1ccc(o1)-c1cccc2c[nH]cc12,3.973,1.489089132,-8.0821,13.0551,0.974975341,-3.083634727,4.058610068,0,3.083634727,-6.593010868
[SiH2]1C=c2c3C=C[SiH2]c3c3ncc4cc(-c5ccccn5)c5c[nH]cc5c4c3c2=C1,3.591,1.374002487,-7.9081,12.4991,-1.778251294,-4.491070227,2.712818932,0,4.491070227,-6.534097513
c1ccc([se]1)-c1sc(-c2sc(-c3cccc4cscc34)c3ccsc23)c2sccc12,1.15,1.27749602,-8.1471,10.2971,0.338783396,-3.85401711,4.192800506,0,3.85401711,-6.86960398
c1ccc(cc1)-c1cc2ccc3c4ccccc4c4=CCC=c4c3c2o1,1.167,2.209653764,-7.414,9.581,-1.376867838,-2.729524756,1.352656918,0,2.729524756,-5.204346236
c1ccc(cn1)-c1[SiH2]c(cc1)-c1sc(-c2cccc3ccccc23)c2[se]ccc12,1.886,1.327746212,-8.1772,11.0632,0.810577509,-3.725026195,4.535603704,0,3.725026195,-6.849453788
[nH]1c2cc([se]c2c2c1c1c3cscc3ccc1c1=CCC=c21)-c1scc2sccc12,2.573,1.457371881,-7.9099,11.4829,-1.335788157,-4.28089711,2.945108953,0,4.28089711,-6.452528119
c1ccc2c3[SiH2]C(=Cc3sc2c1)c1cccc2ccccc12,1.448,2.067166833,-7.6874,10.1354,-0.907003227,-3.004489791,2.097486563,0,3.004489791,-5.620233167
[nH]1ccc2sc3c(c4cocc4c4cc(ncc34)-c3scc4cc[se]c34)c12,4.855,1.820247731,-7.7463,13.6013,-1.723346035,-4.169546475,2.44620044,0,4.169546475,-5.926052269
[SiH2]1C=Cc2c1c1ccc3cc(ccc3c1c1nsnc21)-c1scc2[se]ccc12,1.978,1.480664544,-8.2935,11.2715,1.107716519,-4.306350402,5.414066921,0,4.306350402,-6.812835456
c1sc(C2=Cc3ccc4cc5ccc6nsnc6c5cc4c3[SiH2]2)c2CC=Cc12,1.131,1.653830057,-8.0498,10.1808,-0.134025659,-3.99272183,3.858696172,0,3.99272183,-6.395969943
c1sc(c2Cccc12)-c1sc(-c2ccc(cc2)-c2ccccc2)c2ccCc12,0.062,2.095894527,-7.5164,8.5784,-1.485644712,-3.124258094,1.638613382,0,3.124258094,-5.420505473
c1sc(c2Cccc12)-c1ccc(-c2Cc(cc2)-c2cccc3c[SiH2]cc23)c2c[nH]cc12,1.558,0.991322595,-8.004,10.562,-3.01445643,-4.322995019,1.308538589,0,4.322995019,-7.012677405
[nH]1ccc2cc3c4cocc4c4cc([se]c4c3cc12)C1=CC=CC1,1.18,1.97106772,-7.4524,9.6324,-2.476187391,-3.959430881,1.483243489,0,3.959430881,-5.48133228
[SiH2]1C=Cc2ccc3c4[SiH2]C(=Cc4ccc3c12)c1scc2ccoc12,1.194,1.698876556,-7.7592,9.9532,-2.155360876,-4.624305881,2.468945005,0,4.624305881,-6.060323444
[nH]1ccc2ncc3c4sc(cc4cnc3c12)-c1cccc2cocc12,3.56,2.051599267,-7.8279,12.3879,-0.726742839,-3.23125739,2.504514551,0,3.23125739,-5.776300733
c1ncc(-c2sc(-c3ccc(s3)-c3ncncn3)c3[SiH2]ccc23)c2nsnc12,1.339,1.370676667,-8.8492,11.1882,5.686894587,6.806744454,9.819981802,10.93983167,4.133087215,-7.478523333
[nH]1c2cccnc2c2c3cocc3c3cc([se]c3c12)-c1scc2[SiH2]C=Cc12,5.999,0.310054017,-8.8879,15.31135402,-4.589156731,22.54499895,0,27.13415568,4.589156731,-8.577845983
c1sc(-c2ccc(cn2)-c2ccc(nc2)-c2cncc3nsnc23)c2cc[nH]c12,5.541,0.958680427,-8.7096,15.2506,5.692087717,-3.211846354,8.90393407,0,3.211846354,-7.750919573
c1sc(-c2sc(-c3ccc(cn3)-c3cccnc3)c3cc[nH]c23)c2cc[se]c12,2.93,1.407488849,-8.0959,12.0259,0.488748267,-3.582756995,4.071505262,0,3.582756995,-6.688411151
c1Cc(cc1)-c1sc(-c2sc(-c3cncs3)c3[SiH2]ccc23)c2sccc12,3.312,1.377924132,-8.1011,12.4131,-0.393472063,-4.456369134,4.062897071,0,4.456369134,-6.723175868
[nH]1c(ccc1-c1scc2ccsc12)-c1sc(c2[SiH2]ccc12)-c1scc2[SiH2]ccc12,1.566,1.633861207,-7.6765,10.2425,-2.932608045,-4.940965187,2.008357141,0,4.940965187,-6.042638793
c1ncc(s1)-c1cnc(-c2sc(-c3scc4cc[se]c34)c3cc[SiH2]c23)c2nsnc12,3.656,0.984021446,-8.7696,13.4256,4.892186637,12.59264549,9.664688362,17.36514722,4.772501725,-7.785578554
[nH]1cccc1-c1ncc(s1)-c1Cc(cc1)-c1scc2occc12,3.174,1.488464891,-7.9867,12.1607,-0.256329305,-3.726372549,3.470043244,0,3.726372549,-6.498235109
c1cc2sc3cc4cc(-c5ncncn5)c5ccccc5c4cc3c2c2nsnc12,1.939,1.729437641,-8.5815,11.5205,3.387493752,-3.024275571,6.411769323,0,3.024275571,-6.852062359
c1cc2cc3c(cc2s1)c1ccc(cc1c1=C[SiH2]C=c31)-c1scc2[nH]ccc12,3.027,1.716403483,-7.6693,11.6963,-1.724285344,-3.813814688,2.089529344,0,3.813814688,-5.952896517
c1Cc(cc1)-c1cnc(-c2ncc(s2)-c2scc3cc[SiH2]c23)c2nsnc12,3.039,1.17337105,-8.7474,12.7864,5.075506837,-4.375006304,9.450513141,0,4.375006304,-7.57402895
c1sc(C2=Cc3sc4c(ccc5ccc6c[nH]cc6c45)c3[SiH2]2)c2ccoc12,1.678,1.470239963,-7.8648,10.5428,-1.425855809,-4.122631945,2.696776135,0,4.122631945,-6.394560037
c1cnc2c(c1)[se]c1c3sc(cc3c3ccccc3c21)-c1cccc2cscc12,0.894,1.798690005,-8.0296,9.9236,0.346440088,-3.255690916,3.602131004,0,3.255690916,-6.230909995
c1sc(-c2sc(-c3ccc([se]3)-c3cncc4nsnc34)c3occc23)c2ccoc12,3.118,0.842729801,-8.7838,12.8589298,5.309949917,15.48246375,9.44987318,19.62238701,4.139923264,-7.941070199
c1cc2cc3[se]c4C=C(Cc4c3cc2o1)c1cncs1,2.43,1.895821037,-7.9788,11.4088,-0.750124501,-3.996605795,3.246481294,0,3.996605795,-6.082978963
[nH]1ccc2cc3c4cocc4c4cc(ncc4c3cc12)-c1nccc2nsnc12,2.943,1.105298553,-8.5901,12.5331,4.486960794,-3.378743436,7.865704231,0,3.378743436,-7.484801447
[nH]1cccc1-c1cc2c3cocc3c3c4CC=Cc4c4nsnc4c3c2[se]1,3.971,1.586936379,-7.9127,12.8837,-1.21006202,-4.353211432,3.143149412,0,4.353211432,-6.325763621
c1sc(c2C=C[SiH2]c12)-c1cc2ccc3c([se]c4ccc5c[nH]cc5c34)c2c2c[nH]cc12,5.856,0.026817145,-8.3403,14.33751715,-4.57170023,-4.57170023,0,0,4.57170023,-8.313482855
c1sc(-c2cc3[se]c4c(c5cscc5c5ccccc45)c3cn2)c2[se]ccc12,1.684,1.760754199,-7.9463,10.6303,-0.746725384,-4.03637183,3.289646446,0,4.03637183,-6.185545801
c1sc(c2[SiH2]C=Cc12)-c1ccc2cc3c(cc2c1)sc1ccc2=C[SiH2]C=c2c31,0.503,1.348219127,-8.1608,9.6638,0.056487012,-4.389996006,4.446483018,0,4.389996006,-6.812580873
c1cc2c3c[nH]cc3c3c4[SiH2]C(=Cc4sc3c2o1)c1cccc2nsnc12,5.917,1.191740081,-8.1849,15.1019,0.098577301,-4.142975534,4.241552836,0,4.142975534,-6.993159919
c1cc2sc3c4oc(cc4[se]c3c2cn1)-c1nccc2nsnc12,2.082,1.498320975,-8.8558,11.9378,5.558309587,5.639109029,9.254359699,9.335159141,3.696050112,-7.357479025
c1cc2oc3c4[SiH2]C(=Cc4[se]c3c2c2c[nH]cc12)c1cccc2ccccc12,2.835,1.657056863,-7.6341,11.4691,-2.013999954,-3.864727325,1.850727371,0,3.864727325,-5.977043137
c1cc2c([se]1)c1[se]c3cc(oc3c1c1ccccc21)-c1cncc2nsnc12,1.559,1.299559643,-8.7764,11.3354,5.509509261,8.461295333,9.456456367,12.40824244,3.946947105,-7.476840357
c1sc(c2CC=Cc12)-c1cc2c3c[nH]cc3c3c4ccccc4oc3c2c2nsnc12,6.103,1.476082346,-8.0814,15.1844,0.330838464,-3.715247128,4.046085592,0,3.715247128,-6.605317654
c1sc(C2=Cc3c(C2)c2ncc4ccccc4c2c2nsnc32)c2occc12,0.693,1.521247084,-8.2212,9.9142,1.309645808,-3.609554248,4.919200056,0,3.609554248,-6.699952916
[nH]1cccc1-c1cc2cnc3c(oc4ccc5cscc5c34)c2[se]1,2.616,2.01948614,-7.7668,11.3828,-1.417553643,-3.790296266,2.372742622,0,3.790296266,-5.74731386
c1cc2cnc3c4[SiH2]C(=Cc4c4=CCC=c4c3c2o1)c1ncncn1,5.645,1.440709221,-8.381,15.026,1.703123477,-4.346746005,6.049869482,0,4.346746005,-6.940290779
c1cc2c3cocc3c3c([se]c4cc(-c5ccccn5)c5nsnc5c34)c2s1,1.416,1.515852912,-8.4293,10.8453,2.436009227,-3.813440512,6.249449739,0,3.813440512,-6.913447088
c1sc(C2=Cc3c([SiH2]2)c2ccc4ccc5=C[SiH2]C=c5c4c2c2c[nH]cc32)c2ccoc12,2.233,1.318230756,-7.8501,11.0831,-2.598905555,-4.695084349,2.096178793,0,4.695084349,-6.531869244
[nH]1c(ccc1-c1cccc2c[SiH2]cc12)-c1sc(-c2scc3[SiH2]ccc23)c2cc[se]c12,0.945,1.188107002,-8.0514,9.9964,-1.979652549,-5.053644802,3.073992253,0,5.053644802,-6.863292998
[nH]1cccc1-c1cc2[nH]c3c(ccc4cc[nH]c34)c2o1,5.923,2.730507728,-6.4396,13.3626,-2.941028766,-3.113253488,0.172224722,0,3.113253488,-3.709092272
c1ccc([se]1)-c1cc2c3c[nH]cc3c3c(cnc4ccc5cscc5c34)c2o1,4.038,2.021533164,-7.5974,12.6354,-1.919505411,-3.807363039,1.887857628,0,3.807363039,-5.575866836
c1ccc(s1)-c1ccc(cc1)-c1ccc(-c2scc3cc[nH]c23)c2c[nH]cc12,1.637,1.796019206,-7.2889,9.9259,-2.240834063,-2.986554797,0.745720735,0,2.986554797,-5.492880794
c1ccc(o1)-c1cc2c3c[nH]cc3c3c(cnc4ccc5=CCC=c5c34)c2o1,5.851,1.988101643,-7.4659,14.3169,-2.007766343,-3.533514138,1.525747795,0,3.533514138,-5.477798357
c1cc2ccc3cc(oc3c2o1)-c1scc2C=C[SiH2]c12,1.053,2.54783943,-7.3657,9.4187,-3.019564505,-4.025546565,1.00598206,0,4.025546565,-4.81786057
c1cc2sc3cc4cc(-c5nccc6nsnc56)c5=C[SiH2]C=c5c4cc3c2s1,0.874,1.074662352,-8.6222,10.4962,4.1498494,-4.00758172,8.157431121,0,4.00758172,-7.547537648
[nH]1cccc1-c1cc2cc3ccc4ccc5c[nH]cc5c4c3cc2c2nsnc12,3.593,1.452172434,-7.9805,12.5735,0.111559549,-3.267046354,3.378605903,0,3.267046354,-6.528327566
c1cnc(-c2cnc3c4cnc5ccc6cscc6c5c4c4=C[SiH2]C=c4c3c2)c2nsnc12,2.823,1.005867232,-8.7316,12.5546,5.200640728,-4.057509577,9.258150305,0,4.057509577,-7.725732768
c1cnc(-c2cc3[se]c4c(c3cn2)c2nsnc2c2ccc3=C[SiH2]C=c3c42)c2nsnc12,6.716,1.177681714,-8.6594,16.3754,4.101739393,-4.484399723,8.586139116,0,4.484399723,-7.481718286
c1sc(-c2ccc(-c3ccc(cn3)-c3cccc4c[SiH2]cc34)c3cocc23)c2cc[nH]c12,3.959,1.258790845,-8.0043,12.9633,-0.864520019,-3.865577608,3.001057589,0,3.865577608,-6.745509155
c1sc(-c2ncc(s2)-c2ccc(nc2)-c2cccnc2)c2cc[SiH2]c12,2.398,1.752276196,-8.1561,11.5541,0.670687745,-3.570611852,4.241299597,0,3.570611852,-6.403823804
c1ncc(s1)-c1sc(-c2sc(-c3cccc4nsnc34)c3ccoc23)c2[se]ccc12,1.548,1.063605108,-8.5777,11.1257,3.636712822,-4.030029417,7.666742239,0,4.030029417,-7.514094892
C1C=c2c3C=C(Cc3c3c4c[nH]cc4c4C=CCc4c3c2=C1)c1cncs1,3.327,1.313027027,-7.6772,12.0042,-3.50316589,-4.355401176,0.852235285,0,4.355401176,-6.364172973
c1cc2cc3cnc4C=C(Cc4c3cc2c2cscc12)c1ncncn1,4.788,1.806260202,-8.3207,14.1087,1.392146173,-3.459765584,4.851911757,0,3.459765584,-6.514439798
c1ccc(cn1)-c1cc2cnc3ccc4ccccc4c3c2c2cscc12,1.015,2.023174518,-7.8948,9.9098,0.156031673,-2.59087297,2.746904644,0,2.59087297,-5.871625482
c1sc(-c2cc3c4cscc4c4c(cnc5ccc6=CCC=c6c45)c3cn2)c2nccnc12,3.368,1.266278444,-8.5246,12.8926,3.571156954,-3.742713773,7.313870726,0,3.742713773,-7.258321556
c1sc(-c2sc(-c3[SiH2]c(cc3)-c3scc4[SiH2]ccc34)c3ccCc23)c2ccCc12,2.239,1.203998645,-7.9999,11.2389,-2.417818043,-5.135624603,2.71780656,0,5.135624603,-6.795901355
[nH]1c(cc2cnc3c4sccc4c4c[nH]cc4c3c12)-c1cccc2c[nH]cc12,9.469,2.236896448,-7.0979,17.5669,-2.665741651,-3.425472929,0.759731278,0,3.425472929,-4.861003552
[SiH2]1C=Cc2ncc3c(cnc4cc(ccc34)-c3scc4cc[nH]c34)c12,2.983,1.779677159,-7.8086,11.7916,-1.158789925,-3.85813739,2.699347465,0,3.85813739,-6.028922841
c1cc2c3c[nH]cc3c3c([se]c4cc(-c5scc6[SiH2]C=Cc56)c5=C[SiH2]C=c5c34)c2o1,2.023,1.21945124,-7.8137,10.8367,-3.965615044,-5.263140187,1.297525143,0,5.263140187,-6.59424876
C1C=c2c3cc(ccc3c3c4ccccc4c4C=C[SiH2]c4c3c2=C1)-c1cccnc1,2.262,1.864377971,-7.6669,10.9289,-1.389531201,-3.54077711,2.151245909,0,3.54077711,-5.802522029
c1c-c2c(-nc1)c1cnc3ccncc3c1c1c[nH]cc21,6.704,1.967369975,-7.7309,15.4349,-0.54941531,-2.867149115,2.317733805,0,2.867149115,-5.763530025
