smiles,singlet-triplet value,oscillator strength,multi-objective value,time (s),abs_diff_vee
NC1=CC=CC2=C1N=C1SC=NN21,0.4262729201518187,0.0577584195010186,-0.4809388755759033,12.210827350616457,0.9649702152287406
NC1=CC=CC2=C1N1N=CSC1=N2,0.5375292001066634,0.0948366591151887,-0.5792957892119585,12.17177128791809,1.2116616484338107
NC1=CC=C(C=C1)C1=NC=C(O)S1,1.511541105396995,0.842946332465397,-1.5409282302427232,13.34882140159607,3.895415668105115
NC1=CSN=C1C1=CC=C(N)C=C1,1.1357067246165369,0.4821921389930486,-1.5418155408274985,14.15561580657959,3.159714404437084
NC1=CC=C(C=C1)C1=NSC=C1O,1.1964909032148934,0.4911671106147098,-1.5390199853931217,15.386460065841677,3.226677999222725
NC1=CC=CC=C1OC1=NSC=C1,0.4245644253455718,0.0861314062541957,-0.957011910122856,15.663195610046388,1.4677077417226236
NC1=CC=C(C=C1O)C1=NN=CS1,1.2499685240630862,0.5354986240005684,-1.403303058133771,14.833564281463625,3.188770206197425
NC1=CC=CC=C1OC1=NN=CS1,0.4545456815540993,0.1148090763543624,-1.0055149801624208,12.295693397521973,1.5748697380708825
NC1=CC(C=C)=C2N1SC(O)=C2N,0.1339785868155645,0.000299609696845,-1.1082389336060356,13.190927743911743,1.2425171301184452
NC1=CC(C=C)=C2N1SC(O)=C2O,0.1546872357205526,0.0003196083006962,-1.7890832076787608,12.922654390335085,1.9440900517000097
NC1=CC(C=C)=C2NC(=S)NC2=N1,0.9527425081073768,0.3319064687255117,-0.7364801164669657,11.802810430526732,2.0211290932998542
NC1=CC(C=C)=C2SC(O)=C(O)N12,0.1156474411912387,0.0001966407710219,-0.4762133047124103,12.09238600730896,0.5920573866746709
NC1=C(C=C)C=CN1C1=CSC=C1,0.2744327972043763,0.0089794611402363,-0.2656891623045284,14.524416208267212,0.5491014206491409
NC1=CC=C(C=C)N1C1=CSN=C1,0.050146468526762,0.0027889999885545,-0.7504822485292476,12.250848770141602,0.8034177170445641
NC1=CC(C=C)=CN1C1=CSN=C1,0.1523917681868289,0.0027411677608676,-0.4421910436000603,13.279937267303469,0.5973239795477568
NC1=C(C=C)C=CN1C1=CSN=C1,0.1117094831894656,0.0066259849612199,-0.5584085542500937,13.645358562469482,0.6767440224007792
NC1=CC=C(C=C)N1C1=CSC=N1,0.0881107332474027,0.0011184097762077,-0.8258222949989932,11.730499744415283,0.9150514380226036
NC1=CC(C=C)=CN1C1=CSC=N1,0.1528918626896729,0.0085863370776647,-0.7721480146961461,13.64729380607605,0.9336262144634836
NC1=C(C=C)C=CN1C1=CSC=N1,0.0589819350988967,0.000414973610816,-0.8775990584856688,13.08493185043335,0.9369959671953816
NC1=CC=C(C=C)N1C1=NSC=N1,0.0899957767396002,0.0010814031223428,-1.5559361277567088,10.47029733657837,1.6470133076186515
NC1=CC(C=C)=CN1C1=NSC=N1,0.1173688213129109,0.0012025362973631,-1.079285511713528,12.044581651687622,1.197856869323802
NC1=C(C=C)C=CN1C1=NSC=N1,0.0837646472010036,0.0002244388991695,-1.28067485467123,11.988474369049072,1.3646639407714032
NC1=CC(C=C)=C(N1)C1=CC=CS1,1.4320918628247252,0.5930960645716014,-1.2149028485836355,14.294317483901978,3.2400907759799624
NC1=CSN=C1C1=CC=C(N)N=C1,1.134149575096989,0.4457005987122831,-1.6566378815288003,13.415908098220823,3.236488055338073
NC1=CC=C(C=N1)C1=NSC=C1O,1.1781240762268623,0.5161730165774017,-1.6923398756762096,12.434435367584229,3.386636968480474
NC1=C2N(SC(O)=C2N)C(C=C)=C1,0.1526780671970591,8.294256144318154e-05,-1.5684500863969948,13.344114542007446,1.7212110961554972
NC1=C2N(SC(O)=C2O)C(C=C)=C1,0.1536902589803697,2.280262041702253e-05,-1.547337246400609,12.722118139266968,1.7010503080013957
NC1=CC=CC(N)=C1C1=NSC=C1,0.3344532924315908,0.0226644679730084,-0.3172614867158031,12.774007081985474,0.6743792471204022
NC1=CC=CC(N)=C1C1=NSC=N1,0.1871296288324306,0.0135419215611736,-0.7825039419673852,12.947293043136597,0.9831754923609892
NC1=CC=CC(NC2=NC=CS2)=N1,1.152349306179668,0.4642548392669006,-1.8110461817391577,14.346829414367676,3.4276503271857264
NC1=CC=C(C2=CC=CS2)C(N)=N1,1.1632623080447029,0.449918465756207,-1.4813611297531597,12.990618467330933,3.0945419035540693
NC1=CC=C(C2=CC=NS2)C(N)=N1,1.1282875980211,0.4466298178065869,-1.3652214959873843,12.694193124771118,2.940138911815071
NC1=CC=C(C2=CN=CS2)C(N)=N1,1.0557757595327204,0.3926235391868674,-1.325394473586283,12.655007600784302,2.7737937723058708
NC1=CC=C(C2=NC=CS2)C(N)=N1,1.1920246417164542,0.5371466258854949,-1.2594534472524423,14.869651556015016,2.9886247148543914
NC1=C(OC(C=C)=C1)C1=CC=CS1,1.657058384692347,0.928080681141448,-1.2416648019882337,12.457451105117798,3.826803867822029
NC1=C(OC(C=C)=C1)C1=CN=CS1,1.6383021505780362,0.8909018994989173,-1.3200463774386952,12.6837317943573,3.849250427515649
NC1=CC=C(C2=NC=CS2)C(O)=C1,1.2930277859950547,0.6219387715318798,-1.4344132649889203,12.069197177886965,3.349379822515855
NC1=CC=CC(O)=C1C1=NSC=N1,0.2525492312115815,0.0182454011670608,-0.7154206600155194,13.01029348373413,0.9862152923941616
NC1=CC=C(C2=NN=CS2)C(O)=C1,1.167454481474361,0.5148650680632161,-1.3895821847423753,12.113474369049072,3.071901734279952
NC1=CC=C(C2=NC=CS2)C(=O)N1,1.4372007284035888,0.6757418518188737,-1.4063820727348229,16.296712398529053,3.519324652957285
NC1=C(SC(C=C)=C1)C1=CC=CN1,1.4850013492090657,0.7174674134438584,-1.1040358793166387,13.728231191635132,3.3065046419695627
NC1=C(SC(C=C)=C1)C1=CC=CO1,1.5102679447127851,0.6557541692338036,-1.1792210228741948,13.160949945449827,3.345243136820784
NC1=C(SC(C=C)=C1)C1=CC=CS1,1.4723787541397886,0.5949840594107969,-1.1228391318470468,16.824109077453613,3.190201945397632
NC1=C(SC(C=C)=C1)C1=CC=NS1,1.557853183947118,0.7351640949068123,-1.208389279976963,16.33455491065979,3.5014065588308934
NC1=C(SC(C=C)=C1)C1=NC=CS1,1.5237647600479054,0.7686788145363253,-1.173276623855209,15.417189836502075,3.4657201984394392
NC1=CC=CN1C1=NSC(C=C)=C1,0.0826407437838929,0.0005367881202791,-1.260323619531136,12.798686265945436,1.343501151435308
NC1=CC=CN1C1=CC(C=O)=CS1,0.0733524314615592,0.0033165425546999,-0.661680126355561,13.50278615951538,0.7383491003718201
NC1=CC=CN1C1=CC(C=O)=NS1,0.122854837089958,0.0029079835294079,-0.976219084730994,14.019841432571411,1.10198190535036
NC1=CC=CN1C1=NSC(C=O)=C1,0.0445769915171432,0.0001193635097686,-1.834855879075249,12.02537727355957,1.8795522341021609
NC1=CC=CN1C1=C(N)SC(O)=C1,0.1688398370409261,8.644267024272349e-05,-0.3496428965459399,12.067662477493286,0.5185691762571087
NC1=CC=CN1C1=C(SC=C1)C=C,0.0879897600623493,0.0009927872910796,-0.6665432988880156,14.258540391921995,0.7555258462414445
NC1=CC=CN1C1=C(SC=C1)C=O,0.1072028347821678,0.001613605369802,-1.116021016909579,12.585797548294067,1.2248374570615488
NC1=CC=CN1C1=CN=C(S1)C=O,0.1604860683871893,0.0014027171541084,-1.292554303984592,12.776815176010132,1.4544430895258895
NC1=CC=CN1C1=C(SN=C1)C=C,0.049975797817126,0.0007714640857751,-1.0191245101407918,12.337221145629885,1.0698717720436928
NC1=CC=CN1C1=C(SN=C1)C=O,0.0915432754695189,0.0014109524242953,-1.8399708321486672,12.340449810028076,1.9329250600424812
NC1=CC=CN1C1=C(N)SC=C1O,0.1606111466520179,0.003388655855564,-0.2331761048886257,12.074673175811768,0.3971759073962076
NC1=CC=CN1C1=CSC=C1C=C,0.0313534188966664,0.0018780291108544,-0.42586971906356,13.555067539215088,0.4591011670710808
NC1=CC=CN1C1=CSC=C1C=O,0.0246473282650876,0.0004348254486927,-1.387018011071269,12.762792348861694,1.4121001647850495
NC1=CC=CN1C1=CSC(C=C)=C1,0.0725467434723077,0.0002486499675922,-0.5682385432079252,15.095953464508057,0.6410339366478252
NC1=CC=CN1C1=CSC(C=C)=N1,0.0265377164343629,0.0016190872000684,-1.315736430519654,11.984910249710085,1.3438932341540852
NC1=CC=CN1C1=CSC(C=O)=C1,0.0181122817212959,0.0007497822338178,-1.1060713752696545,13.17182683944702,1.1249334392247683
NC1=CC=CN1C1=CSC(C=O)=N1,0.0152547909032332,0.0005945513863194,-2.008131062527831,12.20507526397705,2.0239804048173835
NC1=CC=CN1C1=CSN=C1C=C,0.0199891688469864,0.0001089504734983,-0.6909879599985655,13.82003092765808,0.7110860793190503
NC1=CC=CN1C1=CSN=C1C=O,0.0203688322426314,0.0003988037809854,-1.5699183248841038,11.846691370010376,1.5906859609077206
NC1=CC=CN1C1=NC(C=O)=CS1,0.1152524332066073,0.0013044027455826,-0.917303419526082,12.982926607131958,1.033860255478272
NC1=CC=CN1C1=C(SC=N1)C=C,0.0772068658085434,0.0008883453643125,-0.9073151509508212,13.43815851211548,0.985410362123677
NC1=CC=CN1C1=C(SC=N1)C=O,0.1207494989632189,0.0025158121298223,-1.283197318852629,12.481050729751589,1.4064626299456704
NC1=CC=CN1C1=NSC=C1C=C,0.0656438216820873,0.0004584474826704,-0.9497454074793116,12.783693552017212,1.0158476766440692
NC1=CC=CN1C1=NSC=C1C=O,0.0182232284892212,0.0016104041354898,-1.3274422894641107,11.320175647735596,1.3472759220888215
NC1=CC=CN1C1=NSC(C=C)=N1,0.0316735773733365,0.0002653953815784,-1.5408097136257626,11.634921073913574,1.5727486863806774
NC1=CC=CN1C1=NSC(C=O)=N1,0.0251486268325222,0.000258798475814,-2.253212082993856,11.807941675186155,2.278619508302192
NC1=CC=CN1C1=NSC(O)=C1O,0.1398238420104669,0.0043916700923527,-0.8459358053959383,10.301812171936035,0.990151317498758
NC1=CC=CN1C1=C(O)SC(=O)O1,0.0186382926708041,0.0013510376991821,-0.7949631499780083,11.766599893569946,0.8149524803479945
NC1=CC=CN1C1=C(C=O)C=CS1,0.1693063416746691,0.0013192241995272,-1.0321163576261465,13.941254377365112,1.202741923500343
NC1=CC=CN1C1=C(N)NC(=O)S1,0.1120768828822842,0.0024630251446974,-0.4542023482178195,13.223010778427124,0.5687422562448011
NC1=CC=CN1C1=C(O)NC(=O)S1,0.1009857069310573,0.0032395963314136,-0.4785174494014549,13.12713074684143,0.5827427526639257
NC1=CC=CN1C1=C(N)OC(=O)S1,0.1573928297951039,0.0158298130284014,-0.2102764534067468,11.870496988296509,0.3834990962302521
NC1=CC=CN1C1=C(O)OC(=O)S1,0.0714968653335561,0.0045266157948011,-0.4215867018919677,12.111750602722168,0.4976101830203249
NC1=CC=CN1C1=C(N)SC(=O)S1,0.040739413579296,0.0011511913206892,-0.6012853472284037,14.169517517089844,0.6431759521283889
NC1=CC=CN1C1=C(O)SC(=O)S1,0.0610357389973086,0.0026724308673499,-0.2090449008101379,13.680984497070312,0.2727530706747964
NC1=CC=CN1C(=C)C1=CC=CS1,0.1031586432183697,0.0029141360921846,-0.7133887607857545,14.361532926559448,0.8194615400963089
NC1=CC=CN1C(=C)C1=CC=NS1,0.0569187678941003,0.0003378702949454,-1.013597978887593,12.85174560546875,1.0708546170766389
