smiles,smiles_stereo,activation_energy,reaction_energy,SAScore,time,n_cpus,outlier,Ea,Er,sum_Ea_Er,diff_Ea_Er
N=C1C23C4C=C(S)C(C4)C12C1CCC3C1,[H]/N=C1/[C@@]23[C@@H]4C=C(S)[C@@H](C4)[C@]12[C@@H]1CC[C@H]3C1,88.5981801146633,4.259843290882226,6.753873487904299,128.98283314704895,24,False,88.5981801146633,4.259843290882226,10000.0,10000.0
C1=CCNC(C2C3CCC2C24OC32C2C=C(C=CC=CCc3ccccc3)C4O2)=C1,C1=CCNC([C@H]2[C@@H]3CC[C@H]2[C@]24O[C@]32[C@H]2O[C@@H]4C=C2/C=C/C=C/Cc2ccccc2)=C1,88.73842307484172,7.123300024085657,6.289749405346139,116.76337361335754,24,False,88.73842307484172,7.123300024085657,10000.0,10000.0
OC1=C(S)C2CC1C13CC21C1CCC3C1S,OC1=C(S)[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3[C@H]1S,95.04596491067126,9.412427536904543,6.790542309494741,55.82726001739502,24,False,95.04596491067126,9.412427536904543,10000.0,10000.0
BrC1=CC2OC1C13OC21C1CCC3S1,BrC1=C[C@H]2O[C@@H]1[C@]13O[C@]21[C@@H]1CC[C@H]3S1,89.98958149568179,1.8186101350806576,6.957932024210907,90.6781325340271,24,False,89.98958149568179,1.8186101350806576,10000.0,10000.0
C=Nc1ccccc1C=CC=CC1CC2CC1C13CC21C1C=CC3C1,C=Nc1ccccc1/C=C/C=C/[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,78.69408184364568,-9.430416123202772,6.348961536019518,69.20448684692383,24,False,78.69408184364568,-9.430416123202772,10000.0,10000.0
C=CC=CC1=CC2CC1C13NC21C1CCC3C1=C,C=C/C=C/C1=C[C@H]2C[C@@H]1[C@]13N[C@]21[C@@H]1CC[C@H]3C1=C,90.35123122357848,8.212982453384567,6.75532295485561,56.1381254196167,24,False,90.35123122357848,8.212982453384567,10000.0,10000.0
C=C1C23C4CCC(S4)C12C1C=CC3C1C,C=C1C23[C@@H]4CC[C@@H](S4)[C@@]12[C@@H]1C=C[C@H]3[C@H]1C,89.02272336805945,1.5642149219961805,6.751033416347948,36.42062830924988,24,False,89.02272336805945,1.5642149219961805,10000.0,10000.0
SCc1ccccc1C1CC2CC1(c1ccccc1)C13CC21C1C=CC3C1I,SCc1ccccc1[C@H]1C[C@H]2C[C@]1(c1ccccc1)[C@]13C[C@]21[C@@H]1C=C[C@H]3[C@H]1I,78.26532666522758,-10.86519499542141,6.0227717757437205,151.98855638504028,24,False,78.26532666522758,-10.86519499542141,10000.0,10000.0
CCCOC1=CC2CC1C13CC21C1CCC3C1,CCCOC1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,91.9111872619739,7.399276225012603,6.064600797094784,67.30274486541748,24,False,91.9111872619739,7.399276225012603,10000.0,10000.0
IC1C2C=CC1C13CC21C1CC(C2=CC=CC2)C3C1,I[C@H]1[C@H]2C=C[C@@H]1[C@@]13C[C@@]21[C@@H]1C[C@H]3C[C@H]1C1=CC=CC1,78.39207259689488,-11.812966359286277,6.7703830285321365,40.86119627952576,24,False,78.39207259689488,-11.812966359286277,10000.0,10000.0
O=CC=CC1=CC2CC1C13NC21C1CCC3C1,O=C/C=C/C1=C[C@H]2C[C@@H]1[C@]13N[C@]21[C@@H]1CC[C@H]3C1,90.06038078553178,8.3129547486086,6.589439258633245,72.73598980903625,24,False,90.06038078553178,8.3129547486086,10000.0,10000.0
C=CCC=CSC1=CC2CC1C13C(=CC=CC=O)C21C1CCC3S1,C=CC/C=C/SC1=C[C@H]2C[C@@H]1[C@]13/C(=C/C=C\C=O)[C@]21[C@@H]1CC[C@H]3S1,92.72106603367055,4.203740465664414,7.119531195068422,401.18016481399536,24,False,92.72106603367055,4.203740465664414,10000.0,10000.0
CC(=C1C=C1)C1C2C=CC1C13CC21C1CC(c2ccccc2)C3C1,CC(=C1C=C1)[C@H]1[C@@H]2C=C[C@H]1[C@]13C[C@]21[C@@H]1C[C@@H](c2ccccc2)[C@H]3C1,76.35387010362756,-7.328920677043342,6.083522658228405,79.52368688583374,24,False,76.35387010362756,-7.328920677043342,10000.0,10000.0
O=Cc1ccccc1C1CC2CC1(c1ccccc1)C13CC21C1C=CC3C1,O=Cc1ccccc1[C@H]1C[C@H]2C[C@]1(c1ccccc1)[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,76.10185147835247,-8.388930984828997,5.7080405652152,91.58004593849182,24,False,76.10185147835247,-8.388930984828997,67.71292049352347,-84.49078246318147
Sc1ccccc1C1=CC2CC1C13C4CCC(N4)C21N3c1ccccc1,Sc1ccccc1C1=C[C@@H]2C[C@H]1[C@]13[C@@H]4CC[C@@H](N4)[C@]21N3c1ccccc1,90.93005735339536,9.25235101249596,5.950571295638042,85.59962010383606,24,False,90.93005735339536,9.25235101249596,100.18240836589132,-81.67770634089939
C(C=CC1CC2NC1C13CC21C1C=CC3C1)=CCc1ccccc1,C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@H]1N[C@@H]3C[C@@H]1/C=C\C=C\Cc1ccccc1,77.8290084829561,-5.729097880671808,6.1798312535210425,107.36566376686096,24,False,77.8290084829561,-5.729097880671808,10000.0,10000.0
O=CC=CC=CC1C2C=CC1C13CC21C1CC(NCO)C3C1,O=C/C=C\C=C\[C@H]1[C@@H]2C=C[C@H]1[C@]13C[C@]21[C@H]1C[C@@H]3[C@H](NCO)C1,77.89153953329591,-8.713285530052246,6.7444120781833865,78.79784536361694,24,False,77.89153953329591,-8.713285530052246,10000.0,10000.0
CC1CC2SC1C13CC21C1C=C(Br)C3S1,C[C@H]1C[C@H]2S[C@@H]1[C@]13C[C@]21[C@@H]1C=C(Br)[C@H]3S1,88.85748078196433,0.3451718354532908,7.322578616635479,62.28430128097534,24,False,88.85748078196433,0.3451718354532908,10000.0,10000.0
BrC1C=C1C1=CC2OC1C13OC21C1CCC3C1,Br[C@H]1C=C1C1=C[C@H]2O[C@@H]1[C@]13O[C@]21[C@@H]1CC[C@H]3C1,89.0911980431262,4.850631657993357,6.621290934040341,71.1795654296875,24,False,89.0911980431262,4.850631657993357,10000.0,10000.0
O=CC=C(COC=CC1=CCCC=C1)C1CC2CC1C13CC21C1C=CC3S1,O=C/C=C(/CO/C=C/C1=CCCC=C1)[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3S1,77.14078482423209,-7.915745608367504,7.029183449830585,121.37602162361144,24,False,77.14078482423209,-7.915745608367504,10000.0,10000.0
CC1=CC=CCC1=CCN1C23C4C=CC(C4)C12C1CC3CC1Br,CC1=CC=CC/C1=C\CN1[C@]23[C@H]4C[C@H]([C@H](Br)C4)[C@@]12[C@@H]1C=C[C@H]3C1,73.85199363415298,2.4205013624319065,6.806014275399854,76.56850099563599,24,False,73.85199363415298,2.4205013624319065,10000.0,10000.0
CC=CC=C(C=CC)CC=C(S)C1CC2CC1(c1ccccc1)C13CC21C1C=CC3C1,C/C=C\C=C(\C=C\C)C/C=C(\S)[C@H]1C[C@H]2C[C@]1(c1ccccc1)[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,78.02205034926725,-6.808317871045079,6.5757744608257305,173.48708701133728,24,False,78.02205034926725,-6.808317871045079,10000.0,10000.0
BrC=CC1C2CC(CBr)C1C13CC21C1C=CC3C1,Br/C=C/[C@@H]1[C@@H]2[C@H](CBr)C[C@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,78.23231122790193,-3.6258775486958537,6.94325287110097,189.6568772792816,24,False,78.23231122790193,-3.6258775486958537,10000.0,10000.0
NC1=CC2CC1C13NC21C1CC(Br)C3N1,NC1=C[C@H]2C[C@@H]1[C@]13N[C@]21[C@@H]1C[C@@H](Br)[C@H]3N1,91.4258616377783,9.7840424871898,7.283129958317053,85.85008358955383,24,False,91.4258616377783,9.7840424871898,10000.0,10000.0
FC1=CC=CCC1=CC1=CC2CC1C13CC21C1CCC3C1,FC1=CC=CC/C1=C\C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,87.71195987276093,7.770976831998995,6.462507810872501,79.41433620452881,24,False,87.71195987276093,7.770976831998995,10000.0,10000.0
CCC=CC1=CC2CC1C13CC21C1CCC3S1,CC/C=C/C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3S1,90.89004069565443,9.139176461054673,6.714497720171707,100.7167706489563,24,False,90.89004069565443,9.139176461054673,10000.0,10000.0
FCSC=CC=CC1=CC2CC1C13CC21C1CCC3C1,FCS/C=C/C=C/C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,89.10572280694406,9.465333870687342,6.743886412210203,166.90227961540222,24,False,89.10572280694406,9.465333870687342,10000.0,10000.0
C=CCC1=C(SC)C2CC1C13CC21C1CCC3S1,C=CCC1=C(SC)[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3S1,92.69125633390848,8.72400616740598,6.7675501737905215,62.3857638835907,24,False,92.69125633390848,8.72400616740598,10000.0,10000.0
C=CC(C=CC=CCC1CC2CC1C13CC21C1C=CC3C1)=CCN,C=CC(/C=C/C=C/C[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3C1)=C\CN,79.04712664366646,-2.7186435406729053,6.75910466011445,98.3319857120514,24,False,79.04712664366646,-2.7186435406729053,10000.0,10000.0
NC1=CC2CC1C13C4CCC(N4)C21C3Br,NC1=C[C@@H]2C[C@H]1[C@]13[C@@H]4CC[C@@H](N4)[C@]21[C@H]3Br,90.24768906068842,11.51212295630179,6.945183983361775,42.75647163391113,24,False,90.24768906068842,11.51212295630179,10000.0,10000.0
CCC1CC2CC1C13C4C=CC(C4)C21C3N,CC[C@H]1C[C@H]2C[C@@H]1[C@]13[C@@H](N)[C@]21[C@@H]1C=C[C@H]3C1,79.08057370838286,-3.358596974346534,6.450871822181082,70.85387253761292,24,False,79.08057370838286,-3.358596974346534,10000.0,10000.0
OC1=C(O)C2CC1C13CC21C1CCC3C1,OC1=C(O)[C@@H]2C[C@H]1[C@@]13C[C@@]21[C@H]1CC[C@@H]3C1,96.72668143469028,10.253988336470435,6.256497101500005,45.2241370677948,24,False,96.72668143469028,10.253988336470435,10000.0,10000.0
CC=CCC=CC=CC=C(C)C=CC=CC1=CC2CC1C13NC21C1CCC3C1,C/C=C/C/C=C\C=C\C=C(C)/C=C/C=C\C1=C[C@H]2C[C@@H]1[C@]13N[C@]21[C@@H]1CC[C@H]3C1,89.21417520650925,5.556637797571415,6.539338908134527,110.16479063034058,24,False,89.21417520650925,5.556637797571415,10000.0,10000.0
NCC=CC=CC1=CC2CC1C13CC21C1CCC3C1,NC/C=C/C=C/C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,85.8652135788933,9.412722669209067,6.463297829108415,134.6862165927887,24,False,85.8652135788933,9.412722669209067,10000.0,10000.0
SC1=CC2C(Br)C1C13CC21C1CCC3C1,SC1=C[C@H]2[C@H](Br)[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,89.21926986308537,4.816318436860504,6.70898791896106,90.2360327243805,24,False,89.21926986308537,4.816318436860504,10000.0,10000.0
C=CC=CC=CC1=CC2CC1C13NC21C1CC(Cc2ccccc2C=CC=C)C3C1,C=C/C=C\c1ccccc1C[C@@H]1C[C@@H]2C[C@H]1[C@@]13N[C@@]21[C@H]1C=C(/C=C/C=C/C=C)[C@@H]3C1,88.7285140320548,7.267094192242951,6.488051503248236,114.92618799209596,24,False,88.7285140320548,7.267094192242951,10000.0,10000.0
CC=CC=CNC1CC2CC1C13CC21C1C=CC3C1,C/C=C/C=C\N[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,78.6651174372034,-10.99453426781847,6.634652612835762,57.676475286483765,24,False,78.6651174372034,-10.99453426781847,10000.0,10000.0
NC1=CC2CC1C13C4CCC(C4)C21C3F,NC1=C[C@@H]2C[C@H]1[C@@]13[C@@H](F)[C@@]21[C@H]1CC[C@@H]3C1,87.73940203077258,8.136372670090312,6.531660548656945,111.99661064147948,24,False,87.73940203077258,8.136372670090312,10000.0,10000.0
CC1=CNC=CC1C1C2C=CC1C13CC21C1CC(CBr)C3C1,CC1=CNC=C[C@H]1[C@H]1[C@@H]2C=C[C@H]1[C@]13C[C@]21[C@@H]1C[C@@H](CBr)[C@H]3C1,78.6891966340903,-2.290366112806274,6.935609709344321,84.74086904525757,24,False,78.6891966340903,-2.290366112806274,10000.0,10000.0
C=C1C2CCC1C13NC21C1C=C(C2C=CC=C2)C3C1,C=C1[C@@H]2CC[C@H]1[C@]13N[C@]21[C@H]1C[C@@H]3C=C1C1C=CC=C1,88.21613127625022,3.8673157725575393,6.700999202734789,98.44494724273682,24,False,88.21613127625022,3.8673157725575393,10000.0,10000.0
NC1=CC2SC1C13CC21C1(S)CCC3C1,NC1=C[C@H]2S[C@@H]1[C@]13C[C@]21[C@]1(S)CC[C@H]3C1,90.56211465548398,7.599719515087989,7.165059176634173,70.28616952896118,24,False,90.56211465548398,7.599719515087989,10000.0,10000.0
CC1C2C(C=CCBr)C(c3ccccc3)C1C13CC21C1C=CC3S1,C[C@H]1[C@H]2[C@@H](/C=C/CBr)[C@@H](c3ccccc3)[C@@H]1[C@@]13C[C@@]21[C@H]1C=C[C@@H]3S1,72.79671363517782,-20.644927787417817,6.502662040762967,107.61542224884032,24,False,72.79671363517782,-20.644927787417817,10000.0,10000.0
NC1=CC2(S)CC1C13SC21C1CCC3C1,NC1=C[C@@]2(S)C[C@@H]1[C@]13S[C@]21[C@@H]1CC[C@H]3C1,90.00218452959821,9.413441550092264,6.924821967331848,62.852938175201416,24,False,90.00218452959821,9.413441550092264,10000.0,10000.0
FC=CC=CC=CC1=CC2CC1C13CC21C1CC(CC=CCF)C3C1,F/C=C/C=C\C=C\C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C[C@@H](C/C=C\CF)[C@H]3C1,89.63752077097256,5.4899861204783615,6.894595628805666,108.580411195755,24,False,89.63752077097256,5.4899861204783615,10000.0,10000.0
CC1=CC2C(C(C)Br)C1C13CC21C1CCC3C1,CC1=C[C@H]2[C@@H]([C@@H](C)Br)[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,86.2149143267815,8.116248215603616,6.4793166009141085,321.0514316558838,24,False,86.2149143267815,8.116248215603616,10000.0,10000.0
C1=CCN(C2=CC3NC2C24OC32C2CCC4C2)C=C1,C1=CCN(C2=C[C@H]3N[C@@H]2[C@]24O[C@]32[C@@H]2CC[C@H]4C2)C=C1,92.23234975110636,10.573304332555082,6.570288907766599,49.2734694480896,24,False,92.23234975110636,10.573304332555082,10000.0,10000.0
C1=CCNC(C2=CC3CC2C24NC32C2CCC4C2)=C1,C1=CCNC(C2=C[C@H]3C[C@@H]2[C@]24N[C@]32[C@@H]2CC[C@H]4C2)=C1,90.163106456256,7.122244423545967,6.579070284284818,66.8565719127655,24,False,90.163106456256,7.122244423545967,10000.0,10000.0
C(=CCC1CC2CC1C13CC21C1C=CC3C1)CCc1ccccc1,C1=C[C@H]2C[C@@H]1[C@]13C[C@]21[C@H]1C[C@@H]3C[C@@H]1C/C=C/CCc1ccccc1,78.63323345846622,-3.0568034435107703,5.717383176597966,102.0651867389679,24,False,78.63323345846622,-3.0568034435107703,75.57643001495545,-81.690036901977
OCC1=C(O)C2CC1C13OC21C1CC(CBr)C3C1,OCC1=C(O)[C@H]2C[C@@H]1[C@]13O[C@]21[C@@H]1C[C@@H](CBr)[C@H]3C1,87.08031003907611,9.005323411783131,6.591875866473166,95.82602310180664,24,False,87.08031003907611,9.005323411783131,10000.0,10000.0
CC=CC=CCC12CC(CC1c1ccccc1C)C13CC21C1C=CC3C1,C/C=C/C=C\C[C@@]12C[C@@H](C[C@H]1c1ccccc1C)[C@]13C[C@@]12[C@@H]1C=C[C@H]3C1,77.2467175887954,-5.090431299486342,6.156148586767965,129.93357753753662,24,False,77.2467175887954,-5.090431299486342,10000.0,10000.0
BrC1C2CCC1C13CC21C1C=C(C2=CC=CC2)C3C1,Br[C@@H]1[C@H]2CC[C@@H]1[C@@]13C[C@@]21[C@H]1C=C(C2=CC=CC2)[C@@H]3C1,85.40523835042934,9.258816719139828,6.554681184264334,65.63529396057129,24,False,85.40523835042934,9.258816719139828,10000.0,10000.0
FCc1ccccc1C1CC2CC1C13CC21C1C=C(F)C3C1,FCc1ccccc1[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C(F)[C@H]3C1,78.94278618879454,-5.713354206906055,6.078190075948551,81.34973096847534,24,False,78.94278618879454,-5.713354206906055,10000.0,10000.0
BrCC1C(C=CC=Cc2ccccc2)C2CC1C13CC21C1C=CC3C1,BrC[C@H]1[C@@H](/C=C/C=C/c2ccccc2)[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,77.68869178683026,-12.181035619557733,6.169279373753314,193.8104298114777,24,False,77.68869178683026,-12.181035619557733,10000.0,10000.0
OC=CC1C2CCC1C13CC21C1C=C(c2ccccc2)C3C1,O/C=C/[C@H]1[C@@H]2CC[C@H]1[C@]13C[C@]21[C@H]1C[C@@H]3C=C1c1ccccc1,83.79171500558836,7.544204948334777,6.041268907309497,90.94558024406432,24,False,83.79171500558836,7.544204948334777,10000.0,10000.0
CC12CCC(C1)C13NC21C1OC3C(Cl)=C1c1ccccc1,C[C@@]12CC[C@@H](C1)[C@@]13N[C@@]21[C@@H]1O[C@H]3C(Cl)=C1c1ccccc1,91.50664697454889,6.523823003514161,5.895433674274039,59.225994348526,24,False,91.50664697454889,6.523823003514161,98.03046997806304,-84.98282397103472
CC=Cc1ccccc1C12C=CC(C1)C13C4CC(CC4N)C21C3Br,C/C=C/c1ccccc1[C@]12C=C[C@H](C1)[C@@]13[C@@H]4C[C@@H](C[C@H]4N)[C@@]21[C@@H]3Br,76.1732861065903,-6.816546545364847,6.360018023732468,86.78239059448242,24,False,76.1732861065903,-6.816546545364847,10000.0,10000.0
NC1C(CBr)C2CC1C13SC21C1C=CC3O1,N[C@H]1[C@@H](CBr)[C@H]2C[C@@H]1[C@]13S[C@]21[C@@H]1C=C[C@H]3O1,72.80264472873515,-15.594915494070062,7.093167808803155,72.23114085197449,24,False,72.80264472873515,-15.594915494070062,10000.0,10000.0
O=C1C23C4CCC(N4)C12C1C=CC3S1,O=C1C23[C@@H]4C=C[C@@H](S4)[C@@]12[C@@H]1CC[C@H]3N1,89.29066788323284,1.7260244193549474,6.938844594567379,59.611021757125854,24,False,89.29066788323284,1.7260244193549474,10000.0,10000.0
CC1(CBr)C23C4C=CC(C4)C12C1CCC3C1,C[C@]1(CBr)C23[C@H]4C=C[C@H](C4)[C@@]21[C@H]1CC[C@@H]3C1,78.82720351763105,0.028745172828332,6.321706904649382,39.62208604812622,24,False,78.82720351763105,0.028745172828332,10000.0,10000.0
OC12C=C(c3ccccc3)C(C1)C13CC21C1CCC3C1,O[C@]12C=C(c3ccccc3)[C@H](C1)[C@]13C[C@]21[C@@H]1CC[C@H]3C1,87.79843534661498,7.264531516368259,5.707947689915548,133.41544914245603,24,False,87.79843534661498,7.264531516368259,95.06296686298325,-80.53390383024671
C=C(Br)C=C(C)C1CC2CC1C13CC21C1C=CC3C1c1ccccc1,C=C(Br)/C=C(\C)[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C[C@H]3[C@H]1c1ccccc1,78.81528294536922,-9.049043948349622,6.218130101404041,192.51018166542053,24,False,78.81528294536922,-9.049043948349622,10000.0,10000.0
OC1=C(c2ccccc2)C2CC1C13CC21C1(O)CCC3C1,OC1=C(c2ccccc2)[C@H]2C[C@@H]1[C@]13C[C@]21[C@]1(O)CC[C@H]3C1,92.13270683690992,15.282480253142571,5.688456372886902,61.4654107093811,24,False,92.13270683690992,15.282480253142571,107.41518709005248,-76.85022658376735
NC1=CC2CC1C13C(=O)C21C1CC3CC1Br,NC1=C[C@@H]2C[C@H]1[C@@]13C(=O)[C@@]21[C@@H]1C[C@H]3C[C@H]1Br,91.02535745182529,9.139920145524012,6.7471238479562805,176.1977083683014,24,False,91.02535745182529,9.139920145524012,10000.0,10000.0
CC=CC=CC=C(Br)C1CC2CC1C13CC21C1C=C(F)C3C1,C/C=C/C=C/C=C(/Br)[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C(F)[C@H]3C1,79.01789706360441,-7.943422428686119,6.807527301223277,55.1710422039032,24,False,79.01789706360441,-7.943422428686119,10000.0,10000.0
FC=Cc1ccccc1C12CC(CC1CBr)C13CC21C1C=CC3C1,F/C=C/c1ccccc1[C@@]12C[C@@H](C[C@H]1CBr)[C@]13C[C@]21[C@@H]1C=C[C@H]3C1,79.09651557326083,-1.9139833635705004,6.393643341433131,90.3962743282318,24,False,79.09651557326083,-1.9139833635705004,10000.0,10000.0
ICC1CC2CC1C13CC21C1CC3C=C1C1=CC=CC1,IC[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@H]1C[C@@H]3C=C1C1=CC=CC1,87.0912846205858,7.07035158557405,6.666691167999385,98.7154026031494,24,False,87.0912846205858,7.07035158557405,10000.0,10000.0
C=CC=CC=CC1=CC2OC1C13OC21C1CCC3N1,C=C/C=C/C=C/C1=C[C@H]2O[C@@H]1[C@]13O[C@]21[C@@H]1CC[C@H]3N1,93.1040181407232,9.761136153147552,6.815615686251273,84.1379907131195,24,False,93.1040181407232,9.761136153147552,10000.0,10000.0
C=C1C=CNC=CCC(C2=CC3C(C4=CSCC=C4)C2C24CC32C2CCC4C2)=CC1,C=C1/C=C\N/C=C\C/C(C2=C[C@H]3[C@@H](C4=CSCC=C4)[C@@H]2[C@]24C[C@]32[C@@H]2CC[C@H]4C2)=C\C1,92.9983656913928,16.03196985812998,7.494469330198082,120.48907947540285,24,False,92.9983656913928,16.03196985812998,10000.0,10000.0
CCC(CCl)CC1C2C=C(c3ccccc3)C1C13CC21C1CCC3C1,CC[C@@H](CCl)C[C@H]1[C@@H]2C=C(c3ccccc3)[C@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,86.80194382857258,6.911300765552885,5.968487741024695,226.03364777565,24,False,86.80194382857258,6.911300765552885,93.71324459412546,-79.8906430630197
OC1=CC2C(C=CI)C1C13CC21C1CCC3N1,OC1=C[C@H]2[C@@H](/C=C\I)[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3N1,88.76948227062557,10.45258071077308,7.0619377158299805,84.80286145210266,24,False,88.76948227062557,10.45258071077308,10000.0,10000.0
ClCC=CCC1C2CCC1C13CC21C1C=C(c2ccccc2)C3C1,ClC/C=C/C[C@H]1[C@@H]2CC[C@H]1[C@]13C[C@]21[C@H]1C[C@@H]3C=C1c1ccccc1,86.3953252590797,7.700110813659091,5.913409693391033,85.24157381057739,24,False,86.3953252590797,7.700110813659091,94.0954360727388,-78.6952144454206
BrCC1C(c2ccccc2)C2CC1C13SC21C1C=CC3O1,BrC[C@H]1[C@@H](c2ccccc2)[C@H]2C[C@@H]1[C@]13S[C@]21[C@@H]1C=C[C@H]3O1,77.11790749914931,-10.982490116577166,6.247594445957335,70.93886590003967,24,False,77.11790749914931,-10.982490116577166,10000.0,10000.0
C=C(C)C1=CC2C(C(Br)OC)C1C13CC21C1CCC3C1,C=C(C)C1=C[C@H]2[C@H]([C@@H](Br)OC)[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,82.77729071244713,7.711132282100366,6.712386968311144,96.04367566108704,24,False,82.77729071244713,7.711132282100366,10000.0,10000.0
CCC1=C(C=CF)C2CC1C13CC21C1CCC3C1,CCC1=C(/C=C/F)[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1CC[C@H]3C1,86.2052348532734,12.736020815781457,6.496309345388154,70.66738724708557,24,False,86.2052348532734,12.736020815781457,10000.0,10000.0
BrC1CC2CC1C13CC21C1C=C(C2=CC=CC2)C3O1,Br[C@H]1C[C@H]2C[C@@H]1[C@]13C[C@]21[C@@H]1C=C(C2=CC=CC2)[C@H]3O1,89.68003661509997,6.680886751284025,6.733274316132466,58.792272090911865,24,False,89.68003661509997,6.680886751284025,10000.0,10000.0
