smiles,singlet-triplet value,oscillator strength,abs_diff_vee
C[SH](S)NN=NC1SC=C1CNCCS,0.7913771630478766,0.0005787305264235394,3.86650308861823
C[N+][SH]1(NO)C(NN=O)N1N,-10000.0,-10000.0,10000.0
OC(SC(S)S)=[SH]OC1C=CNO1,0.046924464668565036,0.003456996757264382,2.298065105113854
[N-]OCSC(Nc1ccoc1)=C(N)S,-10000.0,-10000.0,10000.0
C[SH]1(NO)C(NN=[N+])N1C=N,0.5207006819836153,0.0006650383072090328,1.897780534999613
NC1=C(NCN=[N+]CC(N)S)SOS1,0.4988036640271507,0.000493938243046275,2.456060009427562
NC(=CNCC=CSCNCCOC=C=O)SCS,0.03511451911275687,0.0025088300571377035,1.9530199699790765
NC(S)=C(Nc1ccoc1)SC[N-]OO,-10000.0,-10000.0,10000.0
NC(=CSCCCNO)NCC=CCC(N)SCS,0.534772715463149,0.01015975455123351,2.2361211688923897
C[SH](S)NN=NC1SC=C1CN=NCCS,-10000.0,-10000.0,10000.0
COCNC1CCN(c2sc(=O)sc2N)OO1,0.6559273638105281,0.004417155259348768,1.583676522002106
NCOCCCSC=C(N)NCC=CCC(N)SCS,0.026189717641897925,0.001494424744044188,0.34885509869189235
Nc1sc(=O)sc1NCNC1=[SH]CC1N,0.2274257588834343,0.034038825219719814,1.6514753087912282
NC(C=O)=CCO[SH]=C(O)SC(S)S,0.14100477916169707,0.005962014661065093,1.7339627526100558
Nc1sc(=O)sc1NCN=[N+]CC(N)S,0.18606711821810284,0.0140725307166351,1.6259149205769559
COCNC1CCC(Nc2sc(=O)sc2N)OO1,-10000.0,-10000.0,10000.0
C[SH](S)NN=NC1SC=C1CNN=NCCS,0.45115503650745026,0.005681462654651322,3.079331485963693
C[SH](S)NN1CC(CNN=NCCS)=CS1,0.4627268223519996,0.003283262696776167,3.453294965809389
Nc1sc(=O)sc1NCNC1=[SH]COC1N,0.5748899546655957,0.011887551044029861,1.6490578495656931
C=COCCNCSC=C(N)NCC=CCC(N)SCS,0.12144468245989826,0.001895277811082093,1.1410952545830657
CC(NC1=CNC2=COC2[SH]1(S)S)OO,-10000.0,-10000.0,10000.0
C=CC=Cc1ccc(C=Cc2cccs2)[nH]1,1.4618125019613482,1.648882711447095,2.940190953098107
Nc1ccnccncnc1-c1cnc2ncncc2c1,0.762090337761336,0.07325645562492088,3.1103954974695505
Nc1sc(=O)sc1NCC=CSCNCCOC=C=O,0.2556901344393683,0.02521733620603854,2.001007982648171
Nc1ccc(C=CC=CC=Cc2cccs2)[nH]1,1.4987946252036564,2.136671370474007,3.1986931549521196
CC(SC=CS)=C(N)NCNc1sc(=O)sc1N,0.16988334999201182,0.0012713040313465226,0.6918897118821796
NO[S+]SC(S)CC=CCNC(N)=CSCNCCO,0.024536457257596123,0.0013554741161486523,0.13206178104013233
COCNC=C1CCC(Nc2sc(=O)sc2N)OO1,1.0606446466553323,0.08720999932898867,3.9157322733116837
C=CC=CC=CC=Cc1nc2oc(C)nc2[nH]1,1.730641969635723,2.5176598002769626,3.6049008527832966
C[SH](S)NN=Nc1sc(O)cc1CNN=NCCS,0.29017183391639106,0.001178828942190484,3.2333749143683663
[S-]c1ccnccncnc1-c1cnc2ncncc2c1,-10000.0,-10000.0,10000.0
Nc1ncc(N=CC=CC=CC=Cc2cccs2)[nH]1,1.5932139127441232,2.382775711866662,3.6246017603425096
NC(NCNc1sc(=O)sc1N)=[SH]1=COC=C1,0.11923908655324461,0.0012036203353557014,3.001712314513148
CC(SC=[C-]S)=C(N)NCNc1sc(=O)sc1N,-10000.0,-10000.0,10000.0
Nc1ccc(C=CC=CC=CC=COc2cccs2)[nH]1,1.476916971103104,2.40623684753698,3.135151160265226
[S-]c1c(-c2cccnccncn2)cnc2ncncc12,-10000.0,-10000.0,10000.0
C=C1CN2C13C1(C)C(=CCNC=[SH]O)C213,0.09845862333019051,0.0020513900397817458,1.2471184241465259
C#CCNC1=C(N)SC(N=c2[nH]cc(N)s2)S1,0.2503167399864963,0.001163920433004559,0.6883134134097717
COCNC=C(O)C1=COC(Nc2sc(=O)sc2N)C1,0.011488170447070623,0.0004322639273434265,0.3098632209025096
C=CC=Cc1cc2oc(C=Cc3ccc[nH]3)cc2o1,1.5301528704725247,2.695150109943111,3.1192950847436567
C(=Cc1cccs1)c1ccc(C=Cc2ccns2)[nH]1,1.3222431577739562,1.7358082862835609,2.868912568871288
Nc1ccc(C=Cc2sccc2NC=CC=CC=CO)[nH]1,0.7746335404918268,0.12040308889339675,2.257070315293837
C=COCN=C1NC(=O)SC1=CCNc1sc(=O)sc1N,0.06609548173735957,0.0009226634659504544,0.5900221626887392
C=CC=Cc1ccc(C=CC=CC=Cc2cccs2)[nH]1,1.35858945759898,2.401276163249544,3.0945273796497443
NC=CC=CC=Cc1nc2oc(C=CC=CO)nc2[nH]1,1.37305010681522,1.768935200543216,3.0697288574847255
C(=Cc1ccco1)c1ccc(C=Cc2cccs2)[nH]1,1.3446109202426557,1.7109454394737889,2.8261296634925817
C[SH]1(NO)C(NN=O)N1CN=C=N[C+]=CCCN,-10000.0,-10000.0,10000.0
C(=Cc1cccs1)c1ccc(C=Cc2nccs2)[nH]1,1.3356193473023,1.8533346551157126,2.882580533380791
C=NC=CCC(S)CNSC1=NCOC1Nc1sc(=O)sc1N,0.2181572993865193,0.015954034762864652,0.5989820569109394
C[SH]1(NO)C(NN=O)N1CN=C1C=NC=CC1CNN,-10000.0,-10000.0,10000.0
C(=Cc1cccs1)c1ccc(N=CNc2nccs2)[nH]1,1.0806019111235798,0.6911297568587133,2.4305180688023604
O=CNC=Cc1ccc(C=CC=CC=Cc2cccs2)[nH]1,0.8109672568673156,0.18320747971821552,2.2704881065219626
CC(SC=[C-]S)=C(N)NCNc1sc(=[O+])sc1N,-10000.0,-10000.0,10000.0
c1cnccncnc(-c2cncncnccc2-c2ccncn2)c1,1.3005593203965249,0.09315143462036637,3.472678593951961
C=CC=Cc1cc2[nH]c(C=CC=CC=CC=CO)cc2o1,1.4881497726975943,4.232680563687132,3.3269311470548946
C#COC=CNC1=C(N)SC(N=c2[nH]cc(N)s2)S1,0.25418628654766007,0.004619009825288837,0.8047718834369895
C=C=C1CN2C13C1(C)CC(=CCNC=[SH]O)C213,0.5019831036375064,0.029023172008133015,2.8240940434479667
NC1=C(Nc2ccoc2)SC(N=c2[nH]cc(N)s2)S1,0.3077728904076835,0.0065660684485935325,0.9093251349604725
NC=CC=Cc1nc2oc(C=CC=CC=CC=CO)nc2[nH]1,1.3487719315504347,2.6394585169476596,3.2339787485230884
NC(O)=CC=CC=CC=CC=CNNC=CC=CC=Cc1cccs1,0.6327484325541275,0.05451044051546848,2.248780337926613
C=CC=Cc1cc2oc(C=CC=CCC=CC=CO)cc2[nH]1,1.5335703179262754,2.797813017468022,3.08184441528513
C[SH]1(NO)C(NNN=O)N1CON=C1C=NC=[C+]C1N,0.2707409715336683,0.00161669453677866,3.199744188282457
C=CNC=CC=CC=CC=Cc1ccc(C=Cc2ccns2)[nH]1,1.0501277023538365,1.002461648015026,2.852321396285946
C[SH](S)NN=NCCc1cc(N)c2n1O[SH]2CNN=NCCS,-10000.0,-10000.0,10000.0
C=C=COCNC1(N)SC(CC([N-])Oc2ccc(N)nc2)S1,0.0792763900933352,0.001872794057428011,2.3678567282135505
Nc1ccc(C=CC=CC=CC=CC=CC=COc2cccs2)[nH]1,1.3915826216908038,3.5933200944910713,3.367119829335283
C=CC=Cc1nc2[nH]c(C=CC=CC=Cc3ccno3)nc2s1,1.2482881925243996,2.482053985528354,2.9098899348243563
NCN=C1NSNOCOc2ccoc2N(NSC(S)S)CNCC(=O)O1,0.047972867802481556,0.002258977385333181,0.9815006461726972
C=CC=Cc1nc2[nH]c(C=CC=CC=CC(O)C=C)nc2s1,1.3411774498923674,1.4397533952534165,2.7529616478360786
C=C=COCNC1(N)SC(CNc2ccc(ONOC[N-])cn2)S1,0.22149984470708667,0.001207903083817395,3.14010976163466
NC1=NSNOC=COc2ccoc2N(NSC(S)S)CNCC(=O)O1,0.08058717563615625,0.011017060777750437,0.4786075037071176
C=CC=Cc1cc2oc(C=CC=CC=CNC=CC=CC=N)cc2o1,1.2269162631155206,4.916542634615279,3.1191140771712327
Nc1cncnc1-c1c(-c2cccnccncn2)cnc2ncncc12,0.3952576697001964,0.044387394051529416,1.5972636808785308
C=CC=Cc1nc2[nH]c(C=CC=CO[S+]=CC=CN)nc2o1,-10000.0,-10000.0,10000.0
N=CNCC=NC=CNN=CNC=NC=COS#CC=CNC=NC=CC=CO,-10000.0,-10000.0,10000.0
O=CN[SH]=C=CC=CC=Cc1ccc(C=Cc2nccs2)[nH]1,0.063326626451114,0.00019560907406422377,3.130968027714747
C=CC=Cc1nc2[nH]c(C=CC=COC=CC=CNC=O)nc2o1,0.7336565179288639,0.1478559551022863,2.2569361865947934
C(=CC=Cc1cccs1)C=Cc1ccc(C=Cc2ccns2)[nH]1,1.2327647932494672,2.4740270205844825,3.026079853142144
C=C=COCNC1(N)SC(CNOC[O+]C(=N)ONOC[N-])S1,-10000.0,-10000.0,10000.0
Nc1ccc(C=Cc2sccc2NC=CC=CC=CC=CC=CO)[nH]1,0.49516154192618345,0.06173808574708052,2.1028720397256144
NC=CC=C(O)N=CC=CNc1ccsc1C=Cc1ccc(N)[nH]1,0.6524602729962545,0.07053544947930607,2.3007204669136274
NC(N)=C=CC=CC=CNC=CC=CC=CC=CC=CC=Cc1cccs1,1.110433119493598,3.6582041599719277,3.0920781945646936
NCN=C1NSNOC=COc2ccoc2N(NSC(S)S)CNCC(=O)O1,0.7904366887586871,0.002912471396081933,3.813379842072041
C(C=Cc1nccs1)=CNC=Nc1ccc(C=Cc2cccs2)[nH]1,0.6457297106750386,0.20887707491807164,2.0948940636468483
OC=CC=CC=CC=CC=CNNC=CC=CC=CC=CNC=Nc1cccs1,0.5763605947761845,0.00679785728358364,2.2646191800317994
[N-]C(CC1SC(N)=C(Nc2ccoc2)S1)Oc1ccc(N)nc1,0.26705861114800855,0.00045147342678715204,3.107298603520422
C=CC=C=C(N)NC=CNC=CC=CC=CC=CC=CC=Cc1cccs1,1.2328001497885912,3.504874949724359,3.277037935584409
CC=CC=C(O)N=CNC=CNc1ccsc1C=Cc1ccc(N)[nH]1,0.5020861910764005,0.00878868878319732,1.8124883948292978
C=CC=CN=CNC(C=Cc1ccc(C=Cc2cccs2)[nH]1)=CO,1.0242374959475204,0.031710067962411895,2.3493482349119743
Nc1ncc(N=CC=CC=CC=CC=CC=CC=Cc2cccs2)[nH]1,1.2943038201738284,3.326597081078719,3.448277237859206
NC1=C2NSN1OC=COc1ccoc1N(NSC(S)S)CNCC(=O)O2,0.31881933227991244,0.0051482292022774585,1.0965167280739543
C=CC=Cc1nc2[nH]c(C=CC=COc3cnoc3C=CCC)nc2o1,1.4221706598333563,2.3856188485891403,3.0033749385897504
C=CC=Cc1cc2oc(C=CC=CC=CNC=CC=CC(=N)N)cc2o1,1.2300190860899656,4.651634721385624,3.0763886730381924
C=CC=Cc1cc2[nH]c(C=CC=CC=CC=CC=CC=CO)cc2o1,1.3456482590063685,5.480845037738389,3.3965834063886975
C=COC=CN=CNC=CC#SOC=CN=CNC=NNC=CN=CCN=CNCN,-10000.0,-10000.0,10000.0
Nc1ncc(N=CC=CC=CC=CC=CC=CC=COc2cccs2)[nH]1,1.5932161173099169,1.6443591538666662,4.093467003797949
NCNC=NCC=NC=CNN=CNC=NC=COS#CC=CNC=NC=CC=CO,0.15987986991091285,0.0017596382431646466,3.114893186573892
C=CC=CN=CNC(C=Cc1ccc(C=Cc2cccs2)[nH]1)=CCO,1.0948790127859969,0.13474480233600658,2.3491077117216905
C=CC=CNNC(C=Cc1ccc(C=Cc2cccs2)[nH]1)=CN=CO,1.201285654523202,0.7567967090565524,2.772663966140206
Nc1c(O)nc2n1SNOC=COc1ccoc1N(NSC(S)S)CNCC2=O,0.8886661598741901,0.060892521624521634,1.957745093227559
C=CC=Cc1nc2[nH]c(C=CC=CO[S+]=CC=CNC=O)nc2o1,-10000.0,-10000.0,10000.0
NC=CC=Cc1nc2oc(C=CC=CC=CC=CC=CC=CO)nc2[nH]1,1.166912424887147,2.4023380298446324,3.249464597033523
N=CNCC=NC=CNN=CNC=[SH]C=COS#CC=CNC=NC=CC=CO,0.08990942527740367,0.00014282149426376903,3.226461136686739
C(C=CC=Cc1cccs1)=CC=Cc1ccc(C=Cc2ccns2)[nH]1,1.1887389557503674,3.18701328767909,3.080402223501534
N=CNC=CC=CNNC=CNC=[SH]C=COS#CC=CNC=NC=CC=CO,0.05552361136384287,0.010143292565615684,1.8488698607697964
O=CNC=Cc1ccc(C=CNNC=CC=CC=CC=Cc2cccs2)[nH]1,0.3104072782566105,7.839951158474122e-05,2.0949255094114023
Nc1ccc(C=Cc2sccc2NC=CC=CC=C(O)C=CC=CO)[nH]1,0.7108141058802102,0.07549694243028462,2.3562319616541596
NC(O)=CC=CC=CC=CC=CNNC=CC=CC=CC=CNC=Nc1cccs1,0.10733937046190967,0.02005020434393258,1.823774185614636
NC=CC=Cc1nc2oc(C=CC=COC=CC=CC=CC=CO)nc2[nH]1,0.4202008287965966,0.04556525248252925,2.097977738605244
C=CC=Cc1nc2[nH]c(C=CC=CNC=CC(C)C=CNC=O)nc2s1,1.0116323215667367,0.6199635535852227,2.598491640503496
O=CNC=CC=CC=CC=CC=CC=Cc1ccc(C=Cc2ccns2)[nH]1,1.1571619631488623,3.3069998806605096,3.1333293230051167
C=CC=CN=CNC(C=Cc1ccc(C=Cc2cccs2)[nH]1)=CN=CO,1.005473229434322,0.27083774607992284,2.3400590364951714
CC=CC=C(O)C(=O)OC=Cc1ccc(C=CC=Cc2cccs2)[nH]1,0.805349530101148,0.3301830580382275,2.2438103378244807
N=CNC=C=NC=CNN=CNC=[SH]C=COS#CC=CNC=NC=CC=CO,0.45094201925507904,0.01957084693537068,2.9608658592875554
C=C1CN2C13C14OC=C(C=CC)C(OCO)=[SH]NCC=C1C243,0.3640369163938051,0.02083293931158898,2.8693090421955874
OC=CC=CC=CC=CNC=CC=Cc1cc2oc(C=CC=CO)cc2[nH]1,1.0702411910973995,4.286056424750135,2.770460936187425
C=CSC=CN1C(N=CCN[SH]2NC(SCSCS)N(C)CO2)=COC1C,0.12509598125420804,0.004646689379201362,3.190946630657868
C(=CC=Cc1ccc(C=Cc2ccns2)[nH]1)C=CCC=Cc1cccs1,0.8981443894264924,0.04668892317647588,2.466092592170673
Nc1ccc(C=CC=CC=CC=CC=CC=COC=CC=Cc2cccs2)[nH]1,1.1141777580602792,2.7134171185297022,3.1158032574509944
CC=CC=CC=C(O)C(=O)OC=Cc1ccc(C=CC=CC=CCC)[nH]1,0.7952185180720184,1.031909150909759,2.2755774122393717
OC=CC=CC=CNC=CC=CC=CNNC=CC=CC=CC=CNC=Nc1cccs1,0.1806810319201595,0.0021052069246157634,1.7405942900555227
CC=C1OC=CC1=S(O)(SC(S)S)=[SH]OCONCOC1C=COC=N1,-10000.0,-10000.0,10000.0
C=CC=CC=CN=C=Cc1ccc(C=CC=CC=CC=CC=CNC=O)[nH]1,0.8534063931935101,0.424507461297073,2.831240312088639
C=CC=C=C(N)NC=CNC=CC=CC=CC=CC=CC=C[O+]c1cccs1,1.2448121645966512,3.2207239531417198,3.1106077620767736
OC=CC=CC=COC=CC=CC=CNNC=CC=CC=CC=CNC=Nc1cccs1,1.0078591400438492,0.19833496909389586,2.4218716473852724
C=CC=Cc1cc2oc(C=CC=CC=CC=CC=CNC=CC=CC=N)cc2o1,1.1442205959235803,5.948199074481537,3.203690713106791
C=CC=CC=CN=C=Cc1ccc(C=CC=CC=CC=Cc2cccs2)[nH]1,0.8532187435590615,0.5023806948946449,2.8536948439848002
NC(O)=CC=CC=CC=CC=CNNC=CC=CCC=CC=CNC=Nc1cccs1,0.5963301631685656,0.0005561946716917566,2.2010501492512216
C=CC=Cc1nc2[nH]c(C=CC=CC=CC(C=C)C=CNC=O)nc2s1,1.1494834764051625,0.2974101245378282,2.5167304485940267
C=CC=Cc1cc2[nH]c(C=C(O)C=CC=CC=CC=CC=CO)cc2o1,1.214159984058759,3.4268055840377665,3.3084496098594705
N=CNC=C=NC=CNNC=CNC=[SH]C=COS#CC=CNC=NC=CC=CO,-10000.0,-10000.0,10000.0
C=CC=Cc1ccsc1C=Cc1ccc(N=CNC=CC=Cc2nccs2)[nH]1,0.6003616798849158,0.3121456646504711,2.14509525312539
OC=CC=CC=CC=CNNC=CC=Cc1cc2oc(C=CC=CO)cc2[nH]1,1.0488906173641848,0.03156592682349574,2.593812832320942
O=CNC=Cc1ccc(C=CN=CNC=CC=CC=CC=Cc2cccs2)[nH]1,0.8353154268007403,1.7291462531449961,2.5736732489513234
C=C=COCNC1(N)SC(CNOC[O+]=CC=C(C#N)ONOC[N-])S1,-10000.0,-10000.0,10000.0
CCC=CC=CC=Cc1ccc(C=COC(=O)C(O)=CC=CC=CN)[nH]1,0.9634072292809728,1.5846882535458162,2.4520482491670323
O=CNC=CCC=CC=CC=CC=CC=Cc1ccc(C=Cc2ccns2)[nH]1,0.7897917607790192,0.14675426965363086,2.3002138863600914
C=COc1cc2nc(C[SH]S)sc2[nH]1,-10000.0,-10000.0,10000.0
CCc1cnc(C2=[SH](N)C=NO2)nn1,-10000.0,-10000.0,10000.0
Nc1nocc1C=O,0.6231393935577856,0.0433263930148208,2.017391321564113
NC1=CC=C1c1nncs1,0.6748795890435361,0.005055427187139,3.2518566729567002
C=CC=CCCC=O,1.094550592031796,0.0005025757699712,3.3194255122696372
CN1c2cn3occc3c21,1.457902973007512,0.0116124275992388,3.1035393661851254
CN=CN=Cn1ccoc1=O,1.092453898016562,0.0001630198817656,2.6147610618011683
C=C(C=CO)c1ccco1,1.804969175087447,0.0958918642461225,4.636206810363145
O=c1[nH]c2c(o1)sc1[nH]ccc12,0.5435936342057857,1.4209384953877445e-07,1.8554773110416953
Nc1cc2c(N)csn2c1,0.2820208958228454,4.403586745084836e-05,0.6502547195072985
CC(C=Cc1ccco1)ON,2.274499793129311,0.7329167998179253,6.502066075250706
O=C1Cc2c([nH]c3[nH]cnc23)S1,0.5596272378116591,0.0394806549243373,1.8004410835959033
Nc1cnc(C(S)CO)o1,1.4097512348887569,0.1888596706680029,4.661019140879414
O=Cc1noc2c(c1=O)=[SH]C=CN=2,0.3885750600433399,6.210375930511643e-05,1.2592417372543498
O=c1[nH]c2[nH]c3c(c2s1)NNS3,0.3485951206288504,0.0007516336103688,1.2933610846166932
NN=CNCC=Cc1nccs1,0.3259804852385812,0.0343041627991791,0.7634816579509106
CSNc1c2cnn1oc2=O,0.085696142227059,0.0004416567131725,2.282481024714676
O=CCN=CNC(=O)C=O,0.4709725540543261,0.0006104653229865,1.1948906276148639
O=NCNC=CSNn1cco1,0.5394491120740725,0.0048563833241693,3.46416141205889
O=CONc1c(O)csc1O,0.4004247380298622,0.0037310769636254,1.243578198921215
Nc1c[nH]c2c1[nH]c1sc(O)nc12,0.3486300856573847,5.491423969889489e-06,1.0054082734704792
N=CSCCc1ccc(N)o1,0.5789258785434566,0.0033332914275879,2.2740425991635336
C=CC=Cc1nc2c([nH]1)N=C(N)C2,1.7795029260598674,1.4134112871022118,4.195389103537221
Nc1cc2c3c([nH]c2s1)SS(=O)N3,0.1842310406661962,0.0030207317129909,1.0946564869473039
C#CSNN=C(C=O)C=O,0.6763407211497792,0.0003360050447311,1.5414534387252474
Nc1c[nH]c2cc(OCNC=O)[nH]c12,0.0317566817203442,0.0055480034772576,0.6467659056247891
Nc1nc2c3c(sc2[nH]1)CC(=O)N3,1.1568167252752546,5.011842033735317e-06,3.3038262566335894
C=CNCC1SC1=NCOCO,0.0628809933242622,0.0007084944481887,0.7163418627615543
C=CC1=C(C)C2=C(N)C(C=CN1)O2,1.152075587174779,0.1140589281513628,2.556712916419252
C=CCc1oc(=O)oc1N,1.162759850984206,0.0049574478418559,4.477604353987919
c1nc2[nH]c3cnc(ccc2o1)[nH]3,1.216092379930375,0.0849831547764005,3.2700164318530036
Sc1[nH]pc2[nH]ncn3c(cc12)S3,0.3878133337433307,0.0013562509796801,1.4524856129643993
Nc1cc2c3c4sc(=O)n2c4[nH]n13,0.4954688471165422,0.0182192692186269,1.8608978661192461
Nc1c[nH]c2c1[nH]n1cc(O)cc21,1.605648539276516,0.4938607928622726,4.777078928016605
NC1Cc2c(sc3[nH]c(=O)sc23)N1,0.4905861474933912,0.0004814404522156,1.0643720417744205
NC=C1C=C2SC3=C(SC(=O)C3)N12,0.5564305379878096,0.0038742672131756,1.348430498789674
C=NC=Cc1cc2[nH]c(N)cc2[nH]1,1.821444333529028,1.5071618963501028,4.151603822674517
c1cc2c[nH]c3sc(nc23)[nH]nn1,0.1143964930956379,2.8951903569595723e-06,2.4561374611780935
Oc1[nH]c2c([nH]c3scnc32)c1S,0.8560428466091539,0.033322126250347,2.4046096422870313
C=CC=Cc1nc2[nH]c(C)nc2[nH]1,1.8828830095402465,1.440676637712203,4.5894071052296885
C=CC=Cc1cc2[nH]c(N)cc2[nH]1,1.84445425752372,1.6337001955147046,4.308270007067273
C=Nc1nc2c3cc(NC=N)n(c3)c2s1,0.2666412447637705,0.0246417125201667,2.3421927242614613
Oc1nc2c(O)c(C3=CN3)[nH]c2s1,1.7043601132608317,0.1134880291815823,4.1372990545010015
Nc1cc2c([nH]c3oc(=O)sc32)s1,0.1992198664212852,0.0002484430143608,0.6553848193730788
NN1Cc2c([nH]c3sc(=O)oc23)S1,0.3288627039843046,0.0032216522615076,0.8647050887833343
O=c1[nH]c2sc3c(c2[nH]1)N3OS,0.5191470127519773,0.0012512287561925,2.716148754187861
C=CC=Cc1nc2[nH]c(N)cc2[nH]1,1.7447903153565705,1.2905756966995527,3.942529243673948
O=COCC=Nc1ccnnc1,0.6934965709656384,0.0084093095184754,1.8676680790580804
C=CC=Cc1nc2[nH]c(O)nc2[nH]1,1.8141204840273384,0.9923637930714928,4.331544758939204
C=CN=Cc1nc2[nH]c(N)nc2[nH]1,2.155117007192497,1.9475101648971296,5.114568730773175
C=CC=Cc1cc2[nH]c(N)nc2[nH]1,1.9097858386806157,1.6691103032355594,4.586424253723368
N=[SH]CC(S)CSc1n[nH]c(=O)s1,0.3956128409947919,0.003782968973668,0.9932121527227866
O=C1NC2=C3N4C=C(N=S13)NC4S2,-10000.0,-10000.0,10000.0
NC1=CNS(Nc2csc(=O)[nH]2)=C1,0.1287280045182597,0.0038377058612595,2.107749061524345
O=[SH]C(=O)SCC#CNc1ccc[nH]1,0.0974249406961045,0.0146421264675549,1.9430181308453178
O=c1[nH]c2[nH]c3cc2n1c(O)n3,0.0752702030945664,6.893272951405077e-06,3.1844360842154473
Nc1cc2n(c1)N1C(=O)C(S)=C1S2,0.5126161308998949,0.0631396363429604,1.8539197387172301
O=C1OCNC1Sc1c[nH]c(=O)[nH]1,0.8182128465135436,0.0427388270759898,2.8070505802728247
Nc1nc2[nH]c3ccc([nH]c2s1)s3,0.7790032796615607,0.0295142702219943,3.4817125674606118
CN=CSc1c[nH]c2sc(=O)[nH]c12,0.247602363927605,4.632347724073321e-05,1.2864747227902509
O=CNc1cccnnccnc1,1.09515338095651,0.1051480761122217,2.5344137313204462
Cc1c[nH]c2c1-n1c(csc1=O)NS2,0.4842040810399082,0.0138721903318165,1.2371062970382787
NN=Cc1c[nH]c2c(C=S)c(O)sc12,0.750668117101472,6.147585145983501e-05,2.3496969134869414
C#CC=Cc1cc2[nH]c(N)nc2[nH]1,1.897489042130851,1.6600249677966017,4.650079116963795
C=CCC(OOC)OOCC=COOC[SH]CC=O,-10000.0,-10000.0,10000.0
C#C[SH]1C=Nc2nc3c1c[nH]c3s2,0.0853125478790066,6.272184324870959e-05,3.0474854994829066
NN=C=CC=Cc1cc2oc(N)nc2[nH]1,1.6694063123113734,0.7499096096183355,3.7991471726465975
NC(=O)Sc1cc(OC=CO)c(N)[nH]1,0.2344911965494143,8.050243499619859e-05,1.1885301274259146
C=NC1=C(Nc2c[nH]cc2O)[SH]1N,0.4519794037061215,0.0043521436574789,1.7456871585966747
NOONCC=CC[SH]COOCC=CCCN=CSO,-10000.0,-10000.0,10000.0
C#CNC(O)Cc1cnc(C=O)[nH]c1=O,0.0065799743533672,0.0003076589845919,2.1271634155484502
Nc1cc2c(o1)sc1[nH]c(=O)sc12,0.5598318814524603,7.33593365141425e-06,1.5503057964034248
Nc1cc2[nH]c(C3=CCC=C3)cc2o1,1.4689350502004883,0.4631460869225459,3.517387746013445
COc1ccnc2cnncc12,0.3572685355083309,9.972912366080036e-09,0.7926578885501606
C=CC=Cc1cc2oc(CN=O)cc2[nH]1,0.8944210334161452,0.0009226718118068,3.328262301650219
CN=CC(O)=CN=CC#N,1.2917226264966588,0.0002382423804044,2.6269746945356456
CNn1c2csc3c4c(n1c32)SC(N)N4,0.6319643612437452,0.0150708654253963,3.6399874235049
CCc1ncc[nH]c2sc(=O)[nH]c2o1,0.1217309736123759,1.8371910139890368e-06,0.37007571309028764
O=CC(=COO)N=c1[nH]sc2occc12,1.1078762655451737,0.0581226228005594,2.734401374506852
C=NC=CC=Cc1cc2oc(N)nc2[nH]1,1.6459438900066592,1.3849860341520972,3.463360482886969
NC(NO)c1c[nH]c2[nH]c(O)cc12,0.349573484822268,5.470771893179733e-05,1.9835919693426511
NC=[SH]Sn1ccc2sc(=O)[nH]c21,0.749934901861844,0.0038232453012673,2.1837680386181106
O=c1[nH]nc(-n2ccc(NCS)c2)s1,1.026980048094393,0.0107084066008757,2.772827764349592
Cc1[nH]c2c(c1O)N=C(CN=N)OS2,0.4009777518882913,0.0019183929689511,2.431975270116915
N=[SH]Oc1csn2c1cc1nc(N)oc12,0.1909176484531167,0.0001784124919696,0.653711237931048
